Trial;sampling date;EC stage;treatment ;plot ID;field repetition;Formelcheck treatment;Rain shelter/Rainfed;main crop;soil depth (cm);RLD total (cm cm-3);RLD bulk (cm cm-3);RLD BP (cm cm-3);RLU total (cm /m^2 in soil depth);RLU bulk (cm /m^2 in soil depth);RLU BP (cm /m^2 in soil depth);;;;;;;;;;;;
trial C;16.06.14;;6;16;;6;;spring barley;165;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.06.14;;6;16;;6;;spring barley;170;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.06.14;;6;16;;6;;spring barley;175;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.06.14;;6;16;;6;;spring barley;180;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.06.14;;6;16;;6;;spring barley;185;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.06.14;;6;16;;6;;spring barley;190;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.06.14;;6;16;;6;;spring barley;195;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.06.14;;6;16;;6;;spring barley;200;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.06.14;;5;17;;5;;spring barley;5;1,348;1,348;0;674;674;0;;;;;;;;;;;;
trial C;16.06.14;;5;17;;5;;spring barley;10;0,918;0,918;0;459;459;0;;;;;;;;;;;;
trial C;16.06.14;;5;17;;5;;spring barley;15;0,934;0,934;0;467;467;0;;;;;;;;;;;;
trial C;16.06.14;;5;17;;5;;spring barley;20;0,714;0,714;0;357;357;0;;;;;;;;;;;;
trial C;16.06.14;;5;17;;5;;spring barley;25;0,896;0,896;0;448;448;0;;;;;;;;;;;;
trial C;16.06.14;;5;17;;5;;spring barley;30;0,988;0,988;0;494;494;0;;;;;;;;;;;;
trial C;16.06.14;;5;17;;5;;spring barley;35;0,9;0,9;0;450;450;0;;;;;;;;;;;;
trial C;16.06.14;;5;17;;5;;spring barley;40;0,812;0,812;0;406;406;0;;;;;;;;;;;;
trial C;16.06.14;;5;17;;5;;spring barley;45;0,772;0,772;0;386;386;0;;;;;;;;;;;;
trial C;16.06.14;;5;17;;5;;spring barley;50;0,188;0,134;0,054;94;67;27;;;;;;;;;;;;
trial C;16.06.14;;5;17;;5;;spring barley;55;0,178;0,124;0,054;89;62;27;;;;;;;;;;;;
trial C;16.06.14;;5;17;;5;;spring barley;60;0,214;0,16;0,054;107;80;27;;;;;;;;;;;;
trial C;16.06.14;;5;17;;5;;spring barley;65;0,226;0,16;0,066;113;80;33;;;;;;;;;;;;
trial C;16.06.14;;5;17;;5;;spring barley;70;0,134;0,112;0,022;67;56;11;;;;;;;;;;;;
trial C;16.06.14;;5;17;;5;;spring barley;75;0,156;0,118;0,038;78;59;19;;;;;;;;;;;;
trial C;16.06.14;;5;17;;5;;spring barley;80;0,162;0,096;0,066;81;48;33;;;;;;;;;;;;
trial C;16.06.14;;5;17;;5;;spring barley;85;0,152;0,106;0,046;76;53;23;;;;;;;;;;;;
trial C;16.06.14;;5;17;;5;;spring barley;90;0,09;0,05;0,04;45;25;20;;;;;;;;;;;;
trial C;16.06.14;;5;17;;5;;spring barley;95;0,074;0,026;0,048;37;13;24;;;;;;;;;;;;
trial C;16.06.14;;5;17;;5;;spring barley;100;0,112;0,044;0,068;56;22;34;;;;;;;;;;;;
trial C;16.06.14;;5;17;;5;;spring barley;105;0,066;0,008;0,058;33;4;29;;;;;;;;;;;;
trial C;16.06.14;;5;17;;5;;spring barley;110;0,038;0,008;0,03;19;4;15;;;;;;;;;;;;
trial C;16.06.14;;5;17;;5;;spring barley;115;0,038;0,022;0,016;19;11;8;;;;;;;;;;;;
trial C;16.06.14;;5;17;;5;;spring barley;120;0,018;0;0,018;9;0;9;;;;;;;;;;;;
trial C;16.06.14;;5;17;;5;;spring barley;125;0,028;0,002;0,026;14;1;13;;;;;;;;;;;;
trial C;16.06.14;;5;17;;5;;spring barley;130;0,014;0,002;0,012;7;1;6;;;;;;;;;;;;
trial C;16.06.14;;5;17;;5;;spring barley;135;0,008;0;0,008;4;0;4;;;;;;;;;;;;
trial C;16.06.14;;5;17;;5;;spring barley;140;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.06.14;;5;17;;5;;spring barley;145;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.06.14;;5;17;;5;;spring barley;150;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.06.14;;5;17;;5;;spring barley;155;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.06.14;;5;17;;5;;spring barley;160;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.06.14;;5;17;;5;;spring barley;165;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.06.14;;5;17;;5;;spring barley;170;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.06.14;;5;17;;5;;spring barley;175;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.06.14;;5;17;;5;;spring barley;180;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.06.14;;5;17;;5;;spring barley;185;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.06.14;;5;17;;5;;spring barley;190;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.06.14;;5;17;;5;;spring barley;195;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.06.14;;5;17;;5;;spring barley;200;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.06.14;;5;19;;5;;spring barley;5;0,796;0,796;0;398;398;0;;;;;;;;;;;;
trial C;16.06.14;;5;19;;5;;spring barley;10;0,742;0,742;0;371;371;0;;;;;;;;;;;;
trial C;16.06.14;;5;19;;5;;spring barley;15;0,662;0,662;0;331;331;0;;;;;;;;;;;;
trial C;16.06.14;;5;19;;5;;spring barley;20;0,744;0,744;0;372;372;0;;;;;;;;;;;;
trial C;16.06.14;;5;19;;5;;spring barley;25;0,808;0,808;0;404;404;0;;;;;;;;;;;;
trial C;16.06.14;;5;19;;5;;spring barley;30;0,864;0,84;0,024;432;420;12;;;;;;;;;;;;
trial C;16.06.14;;5;19;;5;;spring barley;35;0,702;0,702;0;351;351;0;;;;;;;;;;;;
trial C;16.06.14;;5;19;;5;;spring barley;40;0,464;0,418;0,046;232;209;23;;;;;;;;;;;;
trial C;16.06.14;;5;19;;5;;spring barley;45;0,386;0,244;0,142;193;122;71;;;;;;;;;;;;
trial C;16.06.14;;5;19;;5;;spring barley;50;0,35;0,17;0,18;175;85;90;;;;;;;;;;;;
trial C;16.06.14;;5;19;;5;;spring barley;55;0,2;0,136;0,064;100;68;32;;;;;;;;;;;;
trial C;16.06.14;;5;19;;5;;spring barley;60;0,142;0,08;0,062;71;40;31;;;;;;;;;;;;
trial C;16.06.14;;5;19;;5;;spring barley;65;0,104;0,08;0,024;52;40;12;;;;;;;;;;;;
trial C;16.06.14;;5;19;;5;;spring barley;70;0,166;0,094;0,072;83;47;36;;;;;;;;;;;;
trial C;16.06.14;;5;19;;5;;spring barley;75;0,092;0,066;0,026;46;33;13;;;;;;;;;;;;
trial C;16.06.14;;5;19;;5;;spring barley;80;0,102;0,074;0,028;51;37;14;;;;;;;;;;;;
trial C;16.06.14;;5;19;;5;;spring barley;85;0,132;0,06;0,072;66;30;36;;;;;;;;;;;;
trial C;16.06.14;;5;19;;5;;spring barley;90;0,03;0,018;0,012;15;9;6;;;;;;;;;;;;
trial C;16.06.14;;5;19;;5;;spring barley;95;0,044;0,036;0,008;22;18;4;;;;;;;;;;;;
trial C;16.06.14;;5;19;;5;;spring barley;100;0,036;0,028;0,008;18;14;4;;;;;;;;;;;;
trial C;16.06.14;;5;19;;5;;spring barley;105;0,03;0,01;0,02;15;5;10;;;;;;;;;;;;
trial C;16.06.14;;5;19;;5;;spring barley;110;0,048;0,006;0,042;24;3;21;;;;;;;;;;;;
trial C;16.06.14;;5;19;;5;;spring barley;115;0,026;0;0,026;13;0;13;;;;;;;;;;;;
trial C;16.06.14;;5;19;;5;;spring barley;120;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.06.14;;5;19;;5;;spring barley;125;0,006;0,006;0;3;3;0;;;;;;;;;;;;
trial C;16.06.14;;5;19;;5;;spring barley;130;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.06.14;;5;19;;5;;spring barley;135;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.06.14;;5;19;;5;;spring barley;140;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.06.14;;5;19;;5;;spring barley;145;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.06.14;;5;19;;5;;spring barley;150;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.06.14;;5;19;;5;;spring barley;155;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.06.14;;5;19;;5;;spring barley;160;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.06.14;;5;19;;5;;spring barley;165;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.06.14;;5;19;;5;;spring barley;170;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.06.14;;5;19;;5;;spring barley;175;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.06.14;;5;19;;5;;spring barley;180;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.06.14;;5;19;;5;;spring barley;185;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.06.14;;5;19;;5;;spring barley;190;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.06.14;;5;19;;5;;spring barley;195;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.06.14;;5;19;;5;;spring barley;200;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.06.14;;6;21;;6;;spring barley;5;0,902;0,902;0;451;451;0;;;;;;;;;;;;
trial C;16.06.14;;6;21;;6;;spring barley;10;0,9;0,9;0;450;450;0;;;;;;;;;;;;
trial C;16.06.14;;6;21;;6;;spring barley;15;0,724;0,724;0;362;362;0;;;;;;;;;;;;
trial C;16.06.14;;6;21;;6;;spring barley;20;0,626;0,626;0;313;313;0;;;;;;;;;;;;
trial C;16.06.14;;6;21;;6;;spring barley;25;0,592;0,592;0;296;296;0;;;;;;;;;;;;
trial C;16.06.14;;6;21;;6;;spring barley;30;0,514;0,514;0;257;257;0;;;;;;;;;;;;
trial C;16.06.14;;6;21;;6;;spring barley;35;0,488;0,466;0,022;244;233;11;;;;;;;;;;;;
trial C;16.06.14;;6;21;;6;;spring barley;40;0,476;0,408;0,068;238;204;34;;;;;;;;;;;;
trial C;16.06.14;;6;21;;6;;spring barley;45;0,26;0,2;0,06;130;100;30;;;;;;;;;;;;
trial C;16.06.14;;6;21;;6;;spring barley;50;0,174;0,112;0,062;87;56;31;;;;;;;;;;;;
trial C;16.06.14;;6;21;;6;;spring barley;55;0,142;0,108;0,034;71;54;17;;;;;;;;;;;;
trial C;16.06.14;;6;21;;6;;spring barley;60;0,098;0,052;0,046;49;26;23;;;;;;;;;;;;
trial C;16.06.14;;6;21;;6;;spring barley;65;0,076;0,056;0,02;38;28;10;;;;;;;;;;;;
trial C;16.06.14;;6;21;;6;;spring barley;70;0,068;0,032;0,036;34;16;18;;;;;;;;;;;;
trial C;16.06.14;;6;21;;6;;spring barley;75;0,038;0,024;0,014;19;12;7;;;;;;;;;;;;
trial C;16.06.14;;6;21;;6;;spring barley;80;0,042;0,02;0,022;21;10;11;;;;;;;;;;;;
trial C;16.06.14;;6;21;;6;;spring barley;85;0,054;0,028;0,026;27;14;13;;;;;;;;;;;;
trial C;16.06.14;;6;21;;6;;spring barley;90;0,016;0,016;0;8;8;0;;;;;;;;;;;;
trial C;16.06.14;;6;21;;6;;spring barley;95;0,046;0,046;0;23;23;0;;;;;;;;;;;;
trial C;16.06.14;;6;21;;6;;spring barley;100;0,024;0,024;0;12;12;0;;;;;;;;;;;;
trial C;16.06.14;;6;21;;6;;spring barley;105;0,01;0,01;0;5;5;0;;;;;;;;;;;;
trial C;16.06.14;;6;21;;6;;spring barley;110;0,008;0,008;0;4;4;0;;;;;;;;;;;;
trial C;16.06.14;;6;21;;6;;spring barley;115;0,004;0,004;0;2;2;0;;;;;;;;;;;;
trial C;16.06.14;;6;21;;6;;spring barley;120;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.06.14;;6;21;;6;;spring barley;125;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.06.14;;6;21;;6;;spring barley;130;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.06.14;;6;21;;6;;spring barley;135;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.06.14;;6;21;;6;;spring barley;140;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.06.14;;6;21;;6;;spring barley;145;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.06.14;;6;21;;6;;spring barley;150;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.06.14;;6;21;;6;;spring barley;155;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.06.14;;6;21;;6;;spring barley;160;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.06.14;;6;21;;6;;spring barley;165;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.06.14;;6;21;;6;;spring barley;170;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.06.14;;6;21;;6;;spring barley;175;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.06.14;;6;21;;6;;spring barley;180;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.06.14;;6;21;;6;;spring barley;185;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.06.14;;6;21;;6;;spring barley;190;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.06.14;;6;21;;6;;spring barley;195;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.06.14;;6;21;;6;;spring barley;200;0;0;0;0;0;0;;;;;;;;;;;;
trial C;01.07.14;;5;7;;5;;spring barley;5;1,036;1,036;0;518;518;0;;;;;;;;;;;;
trial C;01.07.14;;5;7;;5;;spring barley;10;0,932;0,932;0;466;466;0;;;;;;;;;;;;
trial C;01.07.14;;5;7;;5;;spring barley;15;0,934;0,934;0;467;467;0;;;;;;;;;;;;
trial C;01.07.14;;5;7;;5;;spring barley;20;0,694;0,694;0;347;347;0;;;;;;;;;;;;
trial C;01.07.14;;5;7;;5;;spring barley;25;0,864;0,836;0,028;432;418;14;;;;;;;;;;;;
trial C;01.07.14;;5;7;;5;;spring barley;30;0,756;0,756;0;378;378;0;;;;;;;;;;;;
trial C;01.07.14;;5;7;;5;;spring barley;35;0,668;0,668;0;334;334;0;;;;;;;;;;;;
trial C;01.07.14;;5;7;;5;;spring barley;40;0,68;0,68;0;340;340;0;;;;;;;;;;;;
trial C;01.07.14;;5;7;;5;;spring barley;45;0,342;0,308;0,034;171;154;17;;;;;;;;;;;;
trial C;01.07.14;;5;7;;5;;spring barley;50;0,262;0,234;0,028;131;117;14;;;;;;;;;;;;
trial C;01.07.14;;5;7;;5;;spring barley;55;0,194;0,154;0,04;97;77;20;;;;;;;;;;;;
trial C;01.07.14;;5;7;;5;;spring barley;60;0,14;0,12;0,02;70;60;10;;;;;;;;;;;;
trial C;01.07.14;;5;7;;5;;spring barley;65;0,178;0,122;0,056;89;61;28;;;;;;;;;;;;
trial C;01.07.14;;5;7;;5;;spring barley;70;0,138;0,104;0,034;69;52;17;;;;;;;;;;;;
trial C;01.07.14;;5;7;;5;;spring barley;75;0,086;0,052;0,034;43;26;17;;;;;;;;;;;;
trial C;01.07.14;;5;7;;5;;spring barley;80;0,112;0,072;0,04;56;36;20;;;;;;;;;;;;
trial C;01.07.14;;5;7;;5;;spring barley;85;0,094;0,086;0,008;47;43;4;;;;;;;;;;;;
trial C;01.07.14;;5;7;;5;;spring barley;90;0,126;0,064;0,062;63;32;31;;;;;;;;;;;;
trial C;01.07.14;;5;7;;5;;spring barley;95;0,046;0,04;0,006;23;20;3;;;;;;;;;;;;
trial C;01.07.14;;5;7;;5;;spring barley;100;0,016;0,016;0;8;8;0;;;;;;;;;;;;
trial C;01.07.14;;5;7;;5;;spring barley;105;0,02;0,01;0,01;10;5;5;;;;;;;;;;;;
trial C;01.07.14;;5;7;;5;;spring barley;110;0,022;0,022;0;11;11;0;;;;;;;;;;;;
trial C;01.07.14;;5;7;;5;;spring barley;115;0,026;0,008;0,018;13;4;9;;;;;;;;;;;;
trial C;01.07.14;;5;7;;5;;spring barley;120;0,01;0,01;0;5;5;0;;;;;;;;;;;;
trial C;01.07.14;;5;7;;5;;spring barley;125;0,018;0,004;0,014;9;2;7;;;;;;;;;;;;
trial C;01.07.14;;5;7;;5;;spring barley;130;0,006;0,002;0,004;3;1;2;;;;;;;;;;;;
trial C;01.07.14;;5;7;;5;;spring barley;135;0,012;0,012;0;6;6;0;;;;;;;;;;;;
trial C;01.07.14;;5;7;;5;;spring barley;140;0,03;0,03;0;15;15;0;;;;;;;;;;;;
trial C;01.07.14;;5;7;;5;;spring barley;145;0,01;0;0,01;5;0;5;;;;;;;;;;;;
trial C;01.07.14;;5;7;;5;;spring barley;150;0;0;0;0;0;0;;;;;;;;;;;;
trial C;01.07.14;;5;7;;5;;spring barley;155;0;0;0;0;0;0;;;;;;;;;;;;
trial C;01.07.14;;5;7;;5;;spring barley;160;0;0;0;0;0;0;;;;;;;;;;;;
trial C;01.07.14;;5;7;;5;;spring barley;165;0;0;0;0;0;0;;;;;;;;;;;;
trial C;01.07.14;;5;7;;5;;spring barley;170;0;0;0;0;0;0;;;;;;;;;;;;
trial C;01.07.14;;5;7;;5;;spring barley;175;0;0;0;0;0;0;;;;;;;;;;;;
trial C;01.07.14;;5;7;;5;;spring barley;180;0;0;0;0;0;0;;;;;;;;;;;;
trial C;01.07.14;;5;7;;5;;spring barley;185;0;0;0;0;0;0;;;;;;;;;;;;
trial C;01.07.14;;5;7;;5;;spring barley;190;0;0;0;0;0;0;;;;;;;;;;;;
trial C;01.07.14;;5;7;;5;;spring barley;195;0;0;0;0;0;0;;;;;;;;;;;;
trial C;01.07.14;;5;7;;5;;spring barley;200;0;0;0;0;0;0;;;;;;;;;;;;
trial C;01.07.14;;6;8;;6;;spring barley;5;1,098;1,098;0;549;549;0;;;;;;;;;;;;
trial C;01.07.14;;6;8;;6;;spring barley;10;1,098;1,098;0;549;549;0;;;;;;;;;;;;
trial C;01.07.14;;6;8;;6;;spring barley;15;1,222;1,222;0;611;611;0;;;;;;;;;;;;
trial C;01.07.14;;6;8;;6;;spring barley;20;1,25;1,25;0;625;625;0;;;;;;;;;;;;
trial C;01.07.14;;6;8;;6;;spring barley;25;0,926;0,91;0,016;463;455;8;;;;;;;;;;;;
trial C;01.07.14;;6;8;;6;;spring barley;30;1,048;1,048;0;524;524;0;;;;;;;;;;;;
trial C;01.07.14;;6;8;;6;;spring barley;35;0,936;0,936;0;468;468;0;;;;;;;;;;;;
trial C;01.07.14;;6;8;;6;;spring barley;40;0,886;0,886;0;443;443;0;;;;;;;;;;;;
trial C;01.07.14;;6;8;;6;;spring barley;45;0,756;0,644;0,112;378;322;56;;;;;;;;;;;;
trial C;01.07.14;;6;8;;6;;spring barley;50;0,582;0,43;0,152;291;215;76;;;;;;;;;;;;
trial C;01.07.14;;6;8;;6;;spring barley;55;0,572;0,434;0,138;286;217;69;;;;;;;;;;;;
trial C;01.07.14;;6;8;;6;;spring barley;60;0,608;0,506;0,102;304;253;51;;;;;;;;;;;;
trial C;01.07.14;;6;8;;6;;spring barley;65;0,484;0,394;0,09;242;197;45;;;;;;;;;;;;
trial C;01.07.14;;6;8;;6;;spring barley;70;0,524;0,364;0,16;262;182;80;;;;;;;;;;;;
trial C;01.07.14;;6;8;;6;;spring barley;75;0,366;0,292;0,074;183;146;37;;;;;;;;;;;;
trial C;01.07.14;;6;8;;6;;spring barley;80;0,252;0,196;0,056;126;98;28;;;;;;;;;;;;
trial C;01.07.14;;6;8;;6;;spring barley;85;0,188;0,134;0,054;94;67;27;;;;;;;;;;;;
trial C;01.07.14;;6;8;;6;;spring barley;90;0,096;0,09;0,006;48;45;3;;;;;;;;;;;;
trial C;01.07.14;;6;8;;6;;spring barley;95;0,09;0,07;0,02;45;35;10;;;;;;;;;;;;
trial C;01.07.14;;6;8;;6;;spring barley;100;0,03;0,016;0,014;15;8;7;;;;;;;;;;;;
trial C;01.07.14;;6;8;;6;;spring barley;105;0,04;0,02;0,02;20;10;10;;;;;;;;;;;;
trial C;01.07.14;;6;8;;6;;spring barley;110;0,062;0,032;0,03;31;16;15;;;;;;;;;;;;
trial C;01.07.14;;6;8;;6;;spring barley;115;0,086;0,03;0,056;43;15;28;;;;;;;;;;;;
trial C;01.07.14;;6;8;;6;;spring barley;120;0,028;0,002;0,026;14;1;13;;;;;;;;;;;;
trial C;01.07.14;;6;8;;6;;spring barley;125;0,038;0,008;0,03;19;4;15;;;;;;;;;;;;
trial C;01.07.14;;6;8;;6;;spring barley;130;0,032;0,012;0,02;16;6;10;;;;;;;;;;;;
trial C;01.07.14;;6;8;;6;;spring barley;135;0,002;0,002;0;1;1;0;;;;;;;;;;;;
trial C;01.07.14;;6;8;;6;;spring barley;140;0,004;0,004;0;2;2;0;;;;;;;;;;;;
trial C;01.07.14;;6;8;;6;;spring barley;145;0,004;0,004;0;2;2;0;;;;;;;;;;;;
trial C;01.07.14;;6;8;;6;;spring barley;150;0,006;0,006;0;3;3;0;;;;;;;;;;;;
trial C;01.07.14;;6;8;;6;;spring barley;155;0;0;0;0;0;0;;;;;;;;;;;;
trial C;01.07.14;;6;8;;6;;spring barley;160;0;0;0;0;0;0;;;;;;;;;;;;
trial C;01.07.14;;6;8;;6;;spring barley;165;0;0;0;0;0;0;;;;;;;;;;;;
trial C;01.07.14;;6;8;;6;;spring barley;170;0;0;0;0;0;0;;;;;;;;;;;;
trial C;01.07.14;;6;8;;6;;spring barley;175;0;0;0;0;0;0;;;;;;;;;;;;
trial C;01.07.14;;6;8;;6;;spring barley;180;0;0;0;0;0;0;;;;;;;;;;;;
trial C;01.07.14;;6;8;;6;;spring barley;185;0;0;0;0;0;0;;;;;;;;;;;;
trial C;01.07.14;;6;8;;6;;spring barley;190;0;0;0;0;0;0;;;;;;;;;;;;
trial C;01.07.14;;6;8;;6;;spring barley;195;0;0;0;0;0;0;;;;;;;;;;;;
trial C;01.07.14;;6;8;;6;;spring barley;200;0;0;0;0;0;0;;;;;;;;;;;;
trial C;01.07.14;;6;16;;6;;spring barley;5;0,87;0,87;0;435;435;0;;;;;;;;;;;;
trial C;01.07.14;;6;16;;6;;spring barley;10;0,964;0,964;0;482;482;0;;;;;;;;;;;;
trial C;01.07.14;;6;16;;6;;spring barley;15;0,872;0,872;0;436;436;0;;;;;;;;;;;;
trial C;01.07.14;;6;16;;6;;spring barley;20;0,748;0,748;0;374;374;0;;;;;;;;;;;;
trial C;01.07.14;;6;16;;6;;spring barley;25;0,902;0,902;0;451;451;0;;;;;;;;;;;;
trial C;01.07.14;;6;16;;6;;spring barley;30;0,952;0,952;0;476;476;0;;;;;;;;;;;;
trial C;01.07.14;;6;16;;6;;spring barley;35;0,762;0,762;0;381;381;0;;;;;;;;;;;;
trial C;01.07.14;;6;16;;6;;spring barley;40;0,516;0,516;0;258;258;0;;;;;;;;;;;;
trial C;01.07.14;;6;16;;6;;spring barley;45;0,454;0,424;0,03;227;212;15;;;;;;;;;;;;
trial C;01.07.14;;6;16;;6;;spring barley;50;0,436;0,398;0,038;218;199;19;;;;;;;;;;;;
trial C;01.07.14;;6;16;;6;;spring barley;55;0,296;0,246;0,05;148;123;25;;;;;;;;;;;;
trial C;01.07.14;;6;16;;6;;spring barley;60;0,308;0,254;0,054;154;127;27;;;;;;;;;;;;
trial C;01.07.14;;6;16;;6;;spring barley;65;0,288;0,254;0,034;144;127;17;;;;;;;;;;;;
trial C;01.07.14;;6;16;;6;;spring barley;70;0,234;0,222;0,012;117;111;6;;;;;;;;;;;;
trial C;01.07.14;;6;16;;6;;spring barley;75;0,178;0,146;0,032;89;73;16;;;;;;;;;;;;
trial C;01.07.14;;6;16;;6;;spring barley;80;0,12;0,098;0,022;60;49;11;;;;;;;;;;;;
trial C;01.07.14;;6;16;;6;;spring barley;85;0,078;0,078;0;39;39;0;;;;;;;;;;;;
trial C;01.07.14;;6;16;;6;;spring barley;90;0,082;0,074;0,008;41;37;4;;;;;;;;;;;;
trial C;01.07.14;;6;16;;6;;spring barley;95;0,078;0,078;0;39;39;0;;;;;;;;;;;;
trial C;01.07.14;;6;16;;6;;spring barley;100;0,094;0,074;0,02;47;37;10;;;;;;;;;;;;
trial C;01.07.14;;6;16;;6;;spring barley;105;0,052;0,052;0;26;26;0;;;;;;;;;;;;
trial C;01.07.14;;6;16;;6;;spring barley;110;0,02;0,012;0,008;10;6;4;;;;;;;;;;;;
trial C;01.07.14;;6;16;;6;;spring barley;115;0,032;0,012;0,02;16;6;10;;;;;;;;;;;;
trial C;01.07.14;;6;16;;6;;spring barley;120;0,004;0,004;0;2;2;0;;;;;;;;;;;;
trial C;01.07.14;;6;16;;6;;spring barley;125;0,004;0,004;0;2;2;0;;;;;;;;;;;;
trial C;01.07.14;;6;16;;6;;spring barley;130;0,004;0,004;0;2;2;0;;;;;;;;;;;;
trial C;01.07.14;;6;16;;6;;spring barley;135;0;0;0;0;0;0;;;;;;;;;;;;
trial C;01.07.14;;6;16;;6;;spring barley;140;0;0;0;0;0;0;;;;;;;;;;;;
trial C;01.07.14;;6;16;;6;;spring barley;145;0;0;0;0;0;0;;;;;;;;;;;;
trial C;01.07.14;;6;16;;6;;spring barley;150;0;0;0;0;0;0;;;;;;;;;;;;
trial C;01.07.14;;6;16;;6;;spring barley;155;0;0;0;0;0;0;;;;;;;;;;;;
trial C;01.07.14;;6;16;;6;;spring barley;160;0;0;0;0;0;0;;;;;;;;;;;;
trial C;01.07.14;;6;16;;6;;spring barley;165;0;0;0;0;0;0;;;;;;;;;;;;
trial C;01.07.14;;6;16;;6;;spring barley;170;0;0;0;0;0;0;;;;;;;;;;;;
trial C;01.07.14;;6;16;;6;;spring barley;175;0;0;0;0;0;0;;;;;;;;;;;;
trial C;01.07.14;;6;16;;6;;spring barley;180;0;0;0;0;0;0;;;;;;;;;;;;
trial C;01.07.14;;6;16;;6;;spring barley;185;0;0;0;0;0;0;;;;;;;;;;;;
trial C;01.07.14;;6;16;;6;;spring barley;190;0;0;0;0;0;0;;;;;;;;;;;;
trial C;01.07.14;;6;16;;6;;spring barley;195;0;0;0;0;0;0;;;;;;;;;;;;
trial C;01.07.14;;6;16;;6;;spring barley;200;0;0;0;0;0;0;;;;;;;;;;;;
trial C;01.07.14;;5;17;;5;;spring barley;5;1,014;1,014;0;507;507;0;;;;;;;;;;;;
trial C;01.07.14;;5;17;;5;;spring barley;10;0,714;0,714;0;357;357;0;;;;;;;;;;;;
trial C;01.07.14;;5;17;;5;;spring barley;15;0,602;0,602;0;301;301;0;;;;;;;;;;;;
trial C;01.07.14;;5;17;;5;;spring barley;20;0,698;0,698;0;349;349;0;;;;;;;;;;;;
trial C;01.07.14;;5;17;;5;;spring barley;25;0,818;0,818;0;409;409;0;;;;;;;;;;;;
trial C;01.07.14;;5;17;;5;;spring barley;30;0,886;0,886;0;443;443;0;;;;;;;;;;;;
trial C;01.07.14;;5;17;;5;;spring barley;35;0,748;0,748;0;374;374;0;;;;;;;;;;;;
trial C;01.07.14;;5;17;;5;;spring barley;40;0,716;0,716;0;358;358;0;;;;;;;;;;;;
trial C;01.07.14;;5;17;;5;;spring barley;45;0,614;0,596;0,018;307;298;9;;;;;;;;;;;;
trial C;01.07.14;;5;17;;5;;spring barley;50;0,198;0,182;0,016;99;91;8;;;;;;;;;;;;
trial C;01.07.14;;5;17;;5;;spring barley;55;0,162;0,15;0,012;81;75;6;;;;;;;;;;;;
