Trial;sampling date;EC stage;treatment ;plot ID;field repetition;Formelcheck treatment;Rain shelter/Rainfed;main crop;soil depth (cm);RLD total (cm cm-3);RLD bulk (cm cm-3);RLD BP (cm cm-3);RLU total (cm /m^2 in soil depth);RLU bulk (cm /m^2 in soil depth);RLU BP (cm /m^2 in soil depth);;;;;;;;;;;;
trial C;01.07.15;;6;16;3;6;rainfed;winter oilseed rape;15;0,336;0,336;0;168;168;0;;;;;;;;;;;;
trial C;01.07.15;;6;16;3;6;rainfed;winter oilseed rape;20;0,31;0,31;0;155;155;0;;;;;;;;;;;;
trial C;01.07.15;;6;16;3;6;rainfed;winter oilseed rape;25;0,208;0,208;0;104;104;0;;;;;;;;;;;;
trial C;01.07.15;;6;16;3;6;rainfed;winter oilseed rape;30;0,164;0,164;0;82;82;0;;;;;;;;;;;;
trial C;01.07.15;;6;16;3;6;rainfed;winter oilseed rape;35;0,146;0,122;0,024;73;61;12;;;;;;;;;;;;
trial C;01.07.15;;6;16;3;6;rainfed;winter oilseed rape;40;0,114;0,066;0,048;57;33;24;;;;;;;;;;;;
trial C;01.07.15;;6;16;3;6;rainfed;winter oilseed rape;45;0,146;0,09;0,056;73;45;28;;;;;;;;;;;;
trial C;01.07.15;;6;16;3;6;rainfed;winter oilseed rape;50;0,216;0,08;0,136;108;40;68;;;;;;;;;;;;
trial C;01.07.15;;6;16;3;6;rainfed;winter oilseed rape;55;0,148;0,084;0,064;74;42;32;;;;;;;;;;;;
trial C;01.07.15;;6;16;3;6;rainfed;winter oilseed rape;60;0,194;0,074;0,12;97;37;60;;;;;;;;;;;;
trial C;01.07.15;;6;16;3;6;rainfed;winter oilseed rape;65;0,214;0,094;0,12;107;47;60;;;;;;;;;;;;
trial C;01.07.15;;6;16;3;6;rainfed;winter oilseed rape;70;0,232;0,12;0,112;116;60;56;;;;;;;;;;;;
trial C;01.07.15;;6;16;3;6;rainfed;winter oilseed rape;75;0,332;0,108;0,224;166;54;112;;;;;;;;;;;;
trial C;01.07.15;;6;16;3;6;rainfed;winter oilseed rape;80;0,236;0,076;0,16;118;38;80;;;;;;;;;;;;
trial C;01.07.15;;6;16;3;6;rainfed;winter oilseed rape;85;0,264;0,048;0,216;132;24;108;;;;;;;;;;;;
trial C;01.07.15;;6;16;3;6;rainfed;winter oilseed rape;90;0,168;0,056;0,112;84;28;56;;;;;;;;;;;;
trial C;01.07.15;;6;16;3;6;rainfed;winter oilseed rape;95;0,254;0,054;0,2;127;27;100;;;;;;;;;;;;
trial C;01.07.15;;6;16;3;6;rainfed;winter oilseed rape;100;0,238;0,046;0,192;119;23;96;;;;;;;;;;;;
trial C;01.07.15;;6;16;3;6;rainfed;winter oilseed rape;105;0,242;0,066;0,176;121;33;88;;;;;;;;;;;;
trial C;01.07.15;;6;16;3;6;rainfed;winter oilseed rape;110;0,242;0,05;0,192;121;25;96;;;;;;;;;;;;
trial C;01.07.15;;6;16;3;6;rainfed;winter oilseed rape;115;0,162;0,106;0,056;81;53;28;;;;;;;;;;;;
trial C;01.07.15;;6;16;3;6;rainfed;winter oilseed rape;120;0,066;0,066;0;33;33;0;;;;;;;;;;;;
trial C;01.07.15;;6;16;3;6;rainfed;winter oilseed rape;125;0,074;0,074;0;37;37;0;;;;;;;;;;;;
trial C;01.07.15;;6;16;3;6;rainfed;winter oilseed rape;130;0,062;0,062;0;31;31;0;;;;;;;;;;;;
trial C;01.07.15;;6;16;3;6;rainfed;winter oilseed rape;135;0,06;0,06;0;30;30;0;;;;;;;;;;;;
trial C;01.07.15;;6;16;3;6;rainfed;winter oilseed rape;140;0,072;0,032;0,04;36;16;20;;;;;;;;;;;;
trial C;01.07.15;;6;16;3;6;rainfed;winter oilseed rape;145;0,034;0,034;0;17;17;0;;;;;;;;;;;;
trial C;01.07.15;;6;16;3;6;rainfed;winter oilseed rape;150;0,076;0,028;0,048;38;14;24;;;;;;;;;;;;
trial C;01.07.15;;6;16;3;6;rainshelter;winter oilseed rape;5;0,278;0,278;0;139;139;0;;;;;;;;;;;;
trial C;01.07.15;;6;16;3;6;rainshelter;winter oilseed rape;10;0,266;0,266;0;133;133;0;;;;;;;;;;;;
trial C;01.07.15;;6;16;3;6;rainshelter;winter oilseed rape;15;0,244;0,244;0;122;122;0;;;;;;;;;;;;
trial C;01.07.15;;6;16;3;6;rainshelter;winter oilseed rape;20;0,294;0,294;0;147;147;0;;;;;;;;;;;;
trial C;01.07.15;;6;16;3;6;rainshelter;winter oilseed rape;25;0,258;0,258;0;129;129;0;;;;;;;;;;;;
trial C;01.07.15;;6;16;3;6;rainshelter;winter oilseed rape;30;0,174;0,174;0;87;87;0;;;;;;;;;;;;
trial C;01.07.15;;6;16;3;6;rainshelter;winter oilseed rape;35;0,108;0,108;0;54;54;0;;;;;;;;;;;;
trial C;01.07.15;;6;16;3;6;rainshelter;winter oilseed rape;40;0,094;0,07;0,024;47;35;12;;;;;;;;;;;;
trial C;01.07.15;;6;16;3;6;rainshelter;winter oilseed rape;45;0,056;0,056;0;28;28;0;;;;;;;;;;;;
trial C;01.07.15;;6;16;3;6;rainshelter;winter oilseed rape;50;0,068;0,04;0,028;34;20;14;;;;;;;;;;;;
trial C;01.07.15;;6;16;3;6;rainshelter;winter oilseed rape;55;0,134;0,078;0,056;67;39;28;;;;;;;;;;;;
trial C;01.07.15;;6;16;3;6;rainshelter;winter oilseed rape;60;0,116;0,084;0,032;58;42;16;;;;;;;;;;;;
trial C;01.07.15;;6;16;3;6;rainshelter;winter oilseed rape;65;0,108;0,052;0,056;54;26;28;;;;;;;;;;;;
trial C;01.07.15;;6;16;3;6;rainshelter;winter oilseed rape;70;0,118;0,07;0,048;59;35;24;;;;;;;;;;;;
trial C;01.07.15;;6;16;3;6;rainshelter;winter oilseed rape;75;0,11;0,07;0,04;55;35;20;;;;;;;;;;;;
trial C;01.07.15;;6;16;3;6;rainshelter;winter oilseed rape;80;0,138;0,062;0,076;69;31;38;;;;;;;;;;;;
trial C;01.07.15;;6;16;3;6;rainshelter;winter oilseed rape;85;0,17;0,058;0,112;85;29;56;;;;;;;;;;;;
trial C;01.07.15;;6;16;3;6;rainshelter;winter oilseed rape;90;0,234;0,042;0,192;117;21;96;;;;;;;;;;;;
trial C;01.07.15;;6;16;3;6;rainshelter;winter oilseed rape;95;0,202;0,03;0,172;101;15;86;;;;;;;;;;;;
trial C;01.07.15;;6;16;3;6;rainshelter;winter oilseed rape;100;0,248;0,048;0,2;124;24;100;;;;;;;;;;;;
trial C;01.07.15;;6;16;3;6;rainshelter;winter oilseed rape;105;0,248;0,068;0,18;124;34;90;;;;;;;;;;;;
trial C;01.07.15;;6;16;3;6;rainshelter;winter oilseed rape;110;0,11;0,042;0,068;55;21;34;;;;;;;;;;;;
trial C;01.07.15;;6;16;3;6;rainshelter;winter oilseed rape;115;0,122;0,038;0,084;61;19;42;;;;;;;;;;;;
trial C;01.07.15;;6;16;3;6;rainshelter;winter oilseed rape;120;0,106;0,058;0,048;53;29;24;;;;;;;;;;;;
trial C;01.07.15;;6;16;3;6;rainshelter;winter oilseed rape;125;0,05;0,018;0,032;25;9;16;;;;;;;;;;;;
trial C;01.07.15;;6;16;3;6;rainshelter;winter oilseed rape;130;0,034;0,034;0;17;17;0;;;;;;;;;;;;
trial C;01.07.15;;6;16;3;6;rainshelter;winter oilseed rape;135;0;0;0;0;0;0;;;;;;;;;;;;
trial C;01.07.15;;6;16;3;6;rainshelter;winter oilseed rape;140;0,008;0;0,008;4;0;4;;;;;;;;;;;;
trial C;01.07.15;;5;19;4;5;rainfed;winter oilseed rape;5;0,316;0,316;0;158;158;0;;;;;;;;;;;;
trial C;01.07.15;;5;19;4;5;rainfed;winter oilseed rape;10;0,264;0,264;0;132;132;0;;;;;;;;;;;;
trial C;01.07.15;;5;19;4;5;rainfed;winter oilseed rape;15;0,278;0,278;0;139;139;0;;;;;;;;;;;;
trial C;01.07.15;;5;19;4;5;rainfed;winter oilseed rape;20;0,316;0,316;0;158;158;0;;;;;;;;;;;;
trial C;01.07.15;;5;19;4;5;rainfed;winter oilseed rape;25;0,348;0,308;0,04;174;154;20;;;;;;;;;;;;
trial C;01.07.15;;5;19;4;5;rainfed;winter oilseed rape;30;0,3;0,3;0;150;150;0;;;;;;;;;;;;
trial C;01.07.15;;5;19;4;5;rainfed;winter oilseed rape;35;0,244;0,212;0,032;122;106;16;;;;;;;;;;;;
trial C;01.07.15;;5;19;4;5;rainfed;winter oilseed rape;40;0,192;0,192;0;96;96;0;;;;;;;;;;;;
trial C;01.07.15;;5;19;4;5;rainfed;winter oilseed rape;45;0,186;0,146;0,04;93;73;20;;;;;;;;;;;;
trial C;01.07.15;;5;19;4;5;rainfed;winter oilseed rape;50;0,188;0,1;0,088;94;50;44;;;;;;;;;;;;
trial C;01.07.15;;5;19;4;5;rainfed;winter oilseed rape;55;0,184;0,1;0,084;92;50;42;;;;;;;;;;;;
trial C;01.07.15;;5;19;4;5;rainfed;winter oilseed rape;60;0,23;0,126;0,104;115;63;52;;;;;;;;;;;;
trial C;01.07.15;;5;19;4;5;rainfed;winter oilseed rape;65;0,306;0,146;0,16;153;73;80;;;;;;;;;;;;
trial C;01.07.15;;5;19;4;5;rainfed;winter oilseed rape;70;0,242;0,134;0,108;121;67;54;;;;;;;;;;;;
trial C;01.07.15;;5;19;4;5;rainfed;winter oilseed rape;75;0,206;0,134;0,072;103;67;36;;;;;;;;;;;;
trial C;01.07.15;;5;19;4;5;rainfed;winter oilseed rape;80;0,118;0,062;0,056;59;31;28;;;;;;;;;;;;
trial C;01.07.15;;5;19;4;5;rainfed;winter oilseed rape;85;0,102;0,102;0;51;51;0;;;;;;;;;;;;
trial C;01.07.15;;5;19;4;5;rainfed;winter oilseed rape;90;0,196;0,18;0,016;98;90;8;;;;;;;;;;;;
trial C;01.07.15;;5;19;4;5;rainfed;winter oilseed rape;95;0,392;0,212;0,18;196;106;90;;;;;;;;;;;;
trial C;01.07.15;;5;19;4;5;rainfed;winter oilseed rape;100;0,41;0,21;0,2;205;105;100;;;;;;;;;;;;
trial C;01.07.15;;5;19;4;5;rainfed;winter oilseed rape;105;0,32;0,208;0,112;160;104;56;;;;;;;;;;;;
trial C;01.07.15;;5;19;4;5;rainfed;winter oilseed rape;110;0,208;0,208;0;104;104;0;;;;;;;;;;;;
trial C;01.07.15;;5;19;4;5;rainfed;winter oilseed rape;115;0,152;0,152;0;76;76;0;;;;;;;;;;;;
trial C;01.07.15;;5;19;4;5;rainfed;winter oilseed rape;120;0,15;0,094;0,056;75;47;28;;;;;;;;;;;;
trial C;01.07.15;;5;19;4;5;rainfed;winter oilseed rape;125;0,168;0,152;0,016;84;76;8;;;;;;;;;;;;
trial C;01.07.15;;5;19;4;5;rainfed;winter oilseed rape;130;0,158;0,118;0,04;79;59;20;;;;;;;;;;;;
trial C;01.07.15;;5;19;4;5;rainfed;winter oilseed rape;135;0,17;0,17;0;85;85;0;;;;;;;;;;;;
trial C;01.07.15;;5;19;4;5;rainfed;winter oilseed rape;140;0,17;0,17;0;85;85;0;;;;;;;;;;;;
trial C;01.07.15;;5;19;4;5;rainfed;winter oilseed rape;145;0,114;0,114;0;57;57;0;;;;;;;;;;;;
trial C;01.07.15;;5;19;4;5;rainfed;winter oilseed rape;150;0,082;0,082;0;41;41;0;;;;;;;;;;;;
trial C;01.07.15;;5;19;4;5;rainfed;winter oilseed rape;155;0,02;0,02;0;10;10;0;;;;;;;;;;;;
trial C;01.07.15;;5;19;4;5;rainshelter;winter oilseed rape;5;0,314;0,314;0;157;157;0;;;;;;;;;;;;
trial C;01.07.15;;5;19;4;5;rainshelter;winter oilseed rape;10;0,356;0,356;0;178;178;0;;;;;;;;;;;;
trial C;01.07.15;;5;19;4;5;rainshelter;winter oilseed rape;15;0,346;0,298;0,048;173;149;24;;;;;;;;;;;;
trial C;01.07.15;;5;19;4;5;rainshelter;winter oilseed rape;20;0,372;0,372;0;186;186;0;;;;;;;;;;;;
trial C;01.07.15;;5;19;4;5;rainshelter;winter oilseed rape;25;0,306;0,266;0,04;153;133;20;;;;;;;;;;;;
trial C;01.07.15;;5;19;4;5;rainshelter;winter oilseed rape;30;0,102;0,102;0;51;51;0;;;;;;;;;;;;
trial C;01.07.15;;5;19;4;5;rainshelter;winter oilseed rape;35;0,044;0,044;0;22;22;0;;;;;;;;;;;;
trial C;01.07.15;;5;19;4;5;rainshelter;winter oilseed rape;40;0,06;0,048;0,012;30;24;6;;;;;;;;;;;;
trial C;01.07.15;;5;19;4;5;rainshelter;winter oilseed rape;45;0,07;0,038;0,032;35;19;16;;;;;;;;;;;;
trial C;01.07.15;;5;19;4;5;rainshelter;winter oilseed rape;50;0,058;0,058;0;29;29;0;;;;;;;;;;;;
trial C;01.07.15;;5;19;4;5;rainshelter;winter oilseed rape;55;0,132;0,068;0,064;66;34;32;;;;;;;;;;;;
trial C;01.07.15;;5;19;4;5;rainshelter;winter oilseed rape;60;0,094;0,038;0,056;47;19;28;;;;;;;;;;;;
trial C;01.07.15;;5;19;4;5;rainshelter;winter oilseed rape;65;0,174;0,07;0,104;87;35;52;;;;;;;;;;;;
trial C;01.07.15;;5;19;4;5;rainshelter;winter oilseed rape;70;0,092;0,044;0,048;46;22;24;;;;;;;;;;;;
trial C;01.07.15;;5;19;4;5;rainshelter;winter oilseed rape;75;0,08;0,06;0,02;40;30;10;;;;;;;;;;;;
trial C;01.07.15;;5;19;4;5;rainshelter;winter oilseed rape;80;0,214;0,118;0,096;107;59;48;;;;;;;;;;;;
trial C;01.07.15;;5;19;4;5;rainshelter;winter oilseed rape;85;0,11;0,07;0,04;55;35;20;;;;;;;;;;;;
trial C;01.07.15;;5;19;4;5;rainshelter;winter oilseed rape;90;0,13;0,058;0,072;65;29;36;;;;;;;;;;;;
trial C;01.07.15;;5;19;4;5;rainshelter;winter oilseed rape;95;0,084;0,012;0,072;42;6;36;;;;;;;;;;;;
trial C;01.07.15;;5;19;4;5;rainshelter;winter oilseed rape;100;0,066;0,05;0,016;33;25;8;;;;;;;;;;;;
trial C;01.07.15;;5;19;4;5;rainshelter;winter oilseed rape;105;0,038;0,038;0;19;19;0;;;;;;;;;;;;
trial C;01.07.15;;5;19;4;5;rainshelter;winter oilseed rape;110;0,008;0,008;0;4;4;0;;;;;;;;;;;;
trial C;01.07.15;;5;19;4;5;rainshelter;winter oilseed rape;115;0,048;0,008;0,04;24;4;20;;;;;;;;;;;;
trial C;01.07.15;;5;19;4;5;rainshelter;winter oilseed rape;120;0,02;0,004;0,016;10;2;8;;;;;;;;;;;;
trial C;01.07.15;;5;19;4;5;rainshelter;winter oilseed rape;125;0,032;0;0,032;16;0;16;;;;;;;;;;;;
trial C;01.07.15;;5;19;4;5;rainshelter;winter oilseed rape;130;0,016;0;0,016;8;0;8;;;;;;;;;;;;
trial C;01.07.15;;6;21;4;6;rainfed;winter oilseed rape;5;0,394;0,394;0;197;197;0;;;;;;;;;;;;
trial C;01.07.15;;6;21;4;6;rainfed;winter oilseed rape;10;0,378;0,378;0;189;189;0;;;;;;;;;;;;
trial C;01.07.15;;6;21;4;6;rainfed;winter oilseed rape;15;0,404;0,404;0;202;202;0;;;;;;;;;;;;
trial C;01.07.15;;6;21;4;6;rainfed;winter oilseed rape;20;0,482;0,482;0;241;241;0;;;;;;;;;;;;
trial C;01.07.15;;6;21;4;6;rainfed;winter oilseed rape;25;0,346;0,346;0;173;173;0;;;;;;;;;;;;
trial C;01.07.15;;6;21;4;6;rainfed;winter oilseed rape;30;0,182;0,182;0;91;91;0;;;;;;;;;;;;
trial C;01.07.15;;6;21;4;6;rainfed;winter oilseed rape;35;0,198;0,146;0,052;99;73;26;;;;;;;;;;;;
trial C;01.07.15;;6;21;4;6;rainfed;winter oilseed rape;40;0,218;0,13;0,088;109;65;44;;;;;;;;;;;;
trial C;01.07.15;;6;21;4;6;rainfed;winter oilseed rape;45;0,244;0,14;0,104;122;70;52;;;;;;;;;;;;
trial C;01.07.15;;6;21;4;6;rainfed;winter oilseed rape;50;0,28;0,156;0,124;140;78;62;;;;;;;;;;;;
trial C;01.07.15;;6;21;4;6;rainfed;winter oilseed rape;55;0,446;0,178;0,268;223;89;134;;;;;;;;;;;;
trial C;01.07.15;;6;21;4;6;rainfed;winter oilseed rape;60;0,322;0,094;0,228;161;47;114;;;;;;;;;;;;
trial C;01.07.15;;6;21;4;6;rainfed;winter oilseed rape;65;0,24;0,2;0,04;120;100;20;;;;;;;;;;;;
trial C;01.07.15;;6;21;4;6;rainfed;winter oilseed rape;70;0,266;0,178;0,088;133;89;44;;;;;;;;;;;;
trial C;01.07.15;;6;21;4;6;rainfed;winter oilseed rape;75;0,28;0,196;0,084;140;98;42;;;;;;;;;;;;
trial C;01.07.15;;6;21;4;6;rainfed;winter oilseed rape;80;0,216;0,184;0,032;108;92;16;;;;;;;;;;;;
trial C;01.07.15;;6;21;4;6;rainfed;winter oilseed rape;85;0,266;0,15;0,116;133;75;58;;;;;;;;;;;;
trial C;01.07.15;;6;21;4;6;rainfed;winter oilseed rape;90;0,358;0,118;0,24;179;59;120;;;;;;;;;;;;
trial C;01.07.15;;6;21;4;6;rainfed;winter oilseed rape;95;0,226;0,05;0,176;113;25;88;;;;;;;;;;;;
trial C;01.07.15;;6;21;4;6;rainfed;winter oilseed rape;100;0,102;0,054;0,048;51;27;24;;;;;;;;;;;;
trial C;01.07.15;;6;21;4;6;rainfed;winter oilseed rape;105;0,1;0,052;0,048;50;26;24;;;;;;;;;;;;
trial C;01.07.15;;6;21;4;6;rainfed;winter oilseed rape;110;0,042;0,026;0,016;21;13;8;;;;;;;;;;;;
trial C;01.07.15;;6;21;4;6;rainfed;winter oilseed rape;115;0,056;0,024;0,032;28;12;16;;;;;;;;;;;;
trial C;01.07.15;;6;21;4;6;rainfed;winter oilseed rape;120;0,008;0,008;0;4;4;0;;;;;;;;;;;;
trial C;01.07.15;;6;21;4;6;rainfed;winter oilseed rape;125;0,044;0,02;0,024;22;10;12;;;;;;;;;;;;
trial C;01.07.15;;6;21;4;6;rainfed;winter oilseed rape;130;0,112;0,032;0,08;56;16;40;;;;;;;;;;;;
trial C;01.07.15;;6;21;4;6;rainshelter;winter oilseed rape;5;0,218;0,218;0;109;109;0;;;;;;;;;;;;
trial C;01.07.15;;6;21;4;6;rainshelter;winter oilseed rape;10;0,256;0,256;0;128;128;0;;;;;;;;;;;;
trial C;01.07.15;;6;21;4;6;rainshelter;winter oilseed rape;15;0,186;0,186;0;93;93;0;;;;;;;;;;;;
trial C;01.07.15;;6;21;4;6;rainshelter;winter oilseed rape;20;0,268;0,22;0,048;134;110;24;;;;;;;;;;;;
trial C;01.07.15;;6;21;4;6;rainshelter;winter oilseed rape;25;0,222;0,222;0;111;111;0;;;;;;;;;;;;
trial C;01.07.15;;6;21;4;6;rainshelter;winter oilseed rape;30;0,226;0,21;0,016;113;105;8;;;;;;;;;;;;
trial C;01.07.15;;6;21;4;6;rainshelter;winter oilseed rape;35;0,16;0,16;0;80;80;0;;;;;;;;;;;;
trial C;01.07.15;;6;21;4;6;rainshelter;winter oilseed rape;40;0,14;0,14;0;70;70;0;;;;;;;;;;;;
trial C;01.07.15;;6;21;4;6;rainshelter;winter oilseed rape;45;0,198;0,158;0,04;99;79;20;;;;;;;;;;;;
trial C;01.07.15;;6;21;4;6;rainshelter;winter oilseed rape;50;0,162;0,138;0,024;81;69;12;;;;;;;;;;;;
trial C;01.07.15;;6;21;4;6;rainshelter;winter oilseed rape;55;0,248;0,164;0,084;124;82;42;;;;;;;;;;;;
trial C;01.07.15;;6;21;4;6;rainshelter;winter oilseed rape;60;0,29;0,23;0,06;145;115;30;;;;;;;;;;;;
trial C;01.07.15;;6;21;4;6;rainshelter;winter oilseed rape;65;0,222;0,198;0,024;111;99;12;;;;;;;;;;;;
trial C;01.07.15;;6;21;4;6;rainshelter;winter oilseed rape;70;0,35;0,23;0,12;175;115;60;;;;;;;;;;;;
trial C;01.07.15;;6;21;4;6;rainshelter;winter oilseed rape;75;0,352;0,28;0,072;176;140;36;;;;;;;;;;;;
trial C;01.07.15;;6;21;4;6;rainshelter;winter oilseed rape;80;0,298;0,218;0,08;149;109;40;;;;;;;;;;;;
trial C;01.07.15;;6;21;4;6;rainshelter;winter oilseed rape;85;0,27;0,206;0,064;135;103;32;;;;;;;;;;;;
trial C;01.07.15;;6;21;4;6;rainshelter;winter oilseed rape;90;0,27;0,23;0,04;135;115;20;;;;;;;;;;;;
trial C;01.07.15;;6;21;4;6;rainshelter;winter oilseed rape;95;0,28;0,172;0,108;140;86;54;;;;;;;;;;;;
trial C;01.07.15;;6;21;4;6;rainshelter;winter oilseed rape;100;0,224;0,16;0,064;112;80;32;;;;;;;;;;;;
trial C;01.07.15;;6;21;4;6;rainshelter;winter oilseed rape;105;0,126;0,114;0,012;63;57;6;;;;;;;;;;;;
trial C;01.07.15;;6;21;4;6;rainshelter;winter oilseed rape;110;0,174;0,126;0,048;87;63;24;;;;;;;;;;;;
trial C;01.07.15;;6;21;4;6;rainshelter;winter oilseed rape;115;0,106;0,106;0;53;53;0;;;;;;;;;;;;
trial C;01.07.15;;6;21;4;6;rainshelter;winter oilseed rape;120;0,102;0,102;0;51;51;0;;;;;;;;;;;;
trial C;01.07.15;;6;21;4;6;rainshelter;winter oilseed rape;125;0,2;0,08;0,12;100;40;60;;;;;;;;;;;;
trial C;01.07.15;;6;21;4;6;rainshelter;winter oilseed rape;130;0,254;0,174;0,08;127;87;40;;;;;;;;;;;;
trial C;01.07.15;;6;21;4;6;rainshelter;winter oilseed rape;135;0,092;0,08;0,012;46;40;6;;;;;;;;;;;;
trial C;01.07.15;;6;21;4;6;rainshelter;winter oilseed rape;140;0,036;0,036;0;18;18;0;;;;;;;;;;;;
;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;
trial C;15.07.15;;5;17;3;5;rainfed;winter oilseed rape;5;0,512;0,512;0;256;256;0;;;;;;;;;;;;
trial C;15.07.15;;5;17;3;5;rainfed;winter oilseed rape;10;0,544;0,544;0;272;272;0;;;;;;;;;;;;
trial C;15.07.15;;5;17;3;5;rainfed;winter oilseed rape;15;0,418;0,378;0,04;209;189;20;;;;;;;;;;;;
trial C;15.07.15;;5;17;3;5;rainfed;winter oilseed rape;20;0,39;0,39;0;195;195;0;;;;;;;;;;;;
trial C;15.07.15;;5;17;3;5;rainfed;winter oilseed rape;25;0,4;0,4;0;200;200;0;;;;;;;;;;;;
trial C;15.07.15;;5;17;3;5;rainfed;winter oilseed rape;30;0,258;0,258;0;129;129;0;;;;;;;;;;;;
trial C;15.07.15;;5;17;3;5;rainfed;winter oilseed rape;35;0,242;0,178;0,064;121;89;32;;;;;;;;;;;;
trial C;15.07.15;;5;17;3;5;rainfed;winter oilseed rape;40;0,202;0,162;0,04;101;81;20;;;;;;;;;;;;
trial C;15.07.15;;5;17;3;5;rainfed;winter oilseed rape;45;0,184;0,16;0,024;92;80;12;;;;;;;;;;;;
trial C;15.07.15;;5;17;3;5;rainfed;winter oilseed rape;50;0,238;0,174;0,064;119;87;32;;;;;;;;;;;;
trial C;15.07.15;;5;17;3;5;rainfed;winter oilseed rape;55;0,222;0,158;0,064;111;79;32;;;;;;;;;;;;
trial C;15.07.15;;5;17;3;5;rainfed;winter oilseed rape;60;0,176;0,12;0,056;88;60;28;;;;;;;;;;;;
trial C;15.07.15;;5;17;3;5;rainfed;winter oilseed rape;65;0,264;0,144;0,12;132;72;60;;;;;;;;;;;;
trial C;15.07.15;;5;17;3;5;rainfed;winter oilseed rape;70;0,19;0,174;0,016;95;87;8;;;;;;;;;;;;
trial C;15.07.15;;5;17;3;5;rainfed;winter oilseed rape;75;0,302;0,198;0,104;151;99;52;;;;;;;;;;;;
trial C;15.07.15;;5;17;3;5;rainfed;winter oilseed rape;80;0,24;0,168;0,072;120;84;36;;;;;;;;;;;;
trial C;15.07.15;;5;17;3;5;rainfed;winter oilseed rape;85;0,346;0,258;0,088;173;129;44;;;;;;;;;;;;
trial C;15.07.15;;5;17;3;5;rainfed;winter oilseed rape;90;0,322;0,242;0,08;161;121;40;;;;;;;;;;;;
trial C;15.07.15;;5;17;3;5;rainfed;winter oilseed rape;95;0,326;0,246;0,08;163;123;40;;;;;;;;;;;;
trial C;15.07.15;;5;17;3;5;rainfed;winter oilseed rape;100;0,344;0,256;0,088;172;128;44;;;;;;;;;;;;
trial C;15.07.15;;5;17;3;5;rainfed;winter oilseed rape;105;0,644;0,284;0,36;322;142;180;;;;;;;;;;;;
trial C;15.07.15;;5;17;3;5;rainfed;winter oilseed rape;110;0,406;0,226;0,18;203;113;90;;;;;;;;;;;;
trial C;15.07.15;;5;17;3;5;rainfed;winter oilseed rape;115;0,226;0,178;0,048;113;89;24;;;;;;;;;;;;
trial C;15.07.15;;5;17;3;5;rainfed;winter oilseed rape;120;0,268;0,156;0,112;134;78;56;;;;;;;;;;;;
trial C;15.07.15;;5;17;3;5;rainfed;winter oilseed rape;125;0,372;0,108;0,264;186;54;132;;;;;;;;;;;;
trial C;15.07.15;;5;17;3;5;rainfed;winter oilseed rape;130;0,304;0,064;0,24;152;32;120;;;;;;;;;;;;
trial C;15.07.15;;5;17;3;5;rainfed;winter oilseed rape;135;0,19;0,07;0,12;95;35;60;;;;;;;;;;;;
trial C;15.07.15;;5;17;3;5;rainfed;winter oilseed rape;140;0,128;0,048;0,08;64;24;40;;;;;;;;;;;;
trial C;15.07.15;;5;17;3;5;rainfed;winter oilseed rape;145;0,024;0,024;0;12;12;0;;;;;;;;;;;;
trial C;15.07.15;;5;17;3;5;rainshelter;winter oilseed rape;5;0,312;0,312;0;156;156;0;;;;;;;;;;;;
trial C;15.07.15;;5;17;3;5;rainshelter;winter oilseed rape;10;0,324;0,324;0;162;162;0;;;;;;;;;;;;
trial C;15.07.15;;5;17;3;5;rainshelter;winter oilseed rape;15;0,412;0,412;0;206;206;0;;;;;;;;;;;;
trial C;15.07.15;;5;17;3;5;rainshelter;winter oilseed rape;20;0,4;0,4;0;200;200;0;;;;;;;;;;;;
trial C;15.07.15;;5;17;3;5;rainshelter;winter oilseed rape;25;0,24;0,24;0;120;120;0;;;;;;;;;;;;
trial C;15.07.15;;5;17;3;5;rainshelter;winter oilseed rape;30;0,216;0,216;0;108;108;0;;;;;;;;;;;;
trial C;15.07.15;;5;17;3;5;rainshelter;winter oilseed rape;35;0,232;0,176;0,056;116;88;28;;;;;;;;;;;;
trial C;15.07.15;;5;17;3;5;rainshelter;winter oilseed rape;40;0,204;0,204;0;102;102;0;;;;;;;;;;;;
trial C;15.07.15;;5;17;3;5;rainshelter;winter oilseed rape;45;0,172;0,116;0,056;86;58;28;;;;;;;;;;;;
trial C;15.07.15;;5;17;3;5;rainshelter;winter oilseed rape;50;0,164;0,088;0,076;82;44;38;;;;;;;;;;;;
trial C;15.07.15;;5;17;3;5;rainshelter;winter oilseed rape;55;0,124;0,092;0,032;62;46;16;;;;;;;;;;;;
trial C;15.07.15;;5;17;3;5;rainshelter;winter oilseed rape;60;0,21;0,13;0,08;105;65;40;;;;;;;;;;;;
trial C;15.07.15;;5;17;3;5;rainshelter;winter oilseed rape;65;0,088;0,076;0,012;44;38;6;;;;;;;;;;;;
trial C;15.07.15;;5;17;3;5;rainshelter;winter oilseed rape;70;0,108;0,096;0,012;54;48;6;;;;;;;;;;;;
trial C;15.07.15;;5;17;3;5;rainshelter;winter oilseed rape;75;0,212;0,132;0,08;106;66;40;;;;;;;;;;;;
trial C;15.07.15;;5;17;3;5;rainshelter;winter oilseed rape;80;0,238;0,126;0,112;119;63;56;;;;;;;;;;;;
trial C;15.07.15;;5;17;3;5;rainshelter;winter oilseed rape;85;0,1;0,08;0,02;50;40;10;;;;;;;;;;;;
