Trial;sampling date;EC stage;treatment ;plot ID;field repetition;Formelcheck treatment;Rain shelter/Rainfed;main crop;soil depth (cm);RLD total (cm cm-3);RLD bulk (cm cm-3);RLD BP (cm cm-3);RL total (m m-2 in 5 cm soil depth);RL bulk (m m-2 in 5 cm soil depth);RL BP (m m-2 in 5 cm soil depth);;;;;;;;;;;;
trial C;16.6.2014;;5;7;;5;;spring barley;135;0,022;0;0,022;11;0;11;;;;;;;;;;;;
trial C;16.6.2014;;5;7;;5;;spring barley;140;0,006;0,006;0;3;3;0;;;;;;;;;;;;
trial C;16.6.2014;;5;7;;5;;spring barley;145;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.6.2014;;5;7;;5;;spring barley;150;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.6.2014;;5;7;;5;;spring barley;155;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.6.2014;;5;7;;5;;spring barley;160;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.6.2014;;5;7;;5;;spring barley;165;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.6.2014;;5;7;;5;;spring barley;170;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.6.2014;;5;7;;5;;spring barley;175;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.6.2014;;5;7;;5;;spring barley;180;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.6.2014;;5;7;;5;;spring barley;185;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.6.2014;;5;7;;5;;spring barley;190;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.6.2014;;5;7;;5;;spring barley;195;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.6.2014;;5;7;;5;;spring barley;200;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.6.2014;;6;8;;6;;spring barley;5;1,002;1,002;0;501;501;0;;;;;;;;;;;;
trial C;16.6.2014;;6;8;;6;;spring barley;10;0,542;0,542;0;271;271;0;;;;;;;;;;;;
trial C;16.6.2014;;6;8;;6;;spring barley;15;0,63;0,63;0;315;315;0;;;;;;;;;;;;
trial C;16.6.2014;;6;8;;6;;spring barley;20;0,638;0,614;0,024;319;307;12;;;;;;;;;;;;
trial C;16.6.2014;;6;8;;6;;spring barley;25;0,648;0,648;0;324;324;0;;;;;;;;;;;;
trial C;16.6.2014;;6;8;;6;;spring barley;30;0,732;0,732;0;366;366;0;;;;;;;;;;;;
trial C;16.6.2014;;6;8;;6;;spring barley;35;0,666;0,658;0,008;333;329;4;;;;;;;;;;;;
trial C;16.6.2014;;6;8;;6;;spring barley;40;0,716;0,664;0,052;358;332;26;;;;;;;;;;;;
trial C;16.6.2014;;6;8;;6;;spring barley;45;0,26;0,208;0,052;130;104;26;;;;;;;;;;;;
trial C;16.6.2014;;6;8;;6;;spring barley;50;0,244;0,216;0,028;122;108;14;;;;;;;;;;;;
trial C;16.6.2014;;6;8;;6;;spring barley;55;0,134;0,11;0,024;67;55;12;;;;;;;;;;;;
trial C;16.6.2014;;6;8;;6;;spring barley;60;0,142;0,1;0,042;71;50;21;;;;;;;;;;;;
trial C;16.6.2014;;6;8;;6;;spring barley;65;0,082;0,068;0,014;41;34;7;;;;;;;;;;;;
trial C;16.6.2014;;6;8;;6;;spring barley;70;0,164;0,106;0,058;82;53;29;;;;;;;;;;;;
trial C;16.6.2014;;6;8;;6;;spring barley;75;0,042;0,036;0,006;21;18;3;;;;;;;;;;;;
trial C;16.6.2014;;6;8;;6;;spring barley;80;0,05;0,03;0,02;25;15;10;;;;;;;;;;;;
trial C;16.6.2014;;6;8;;6;;spring barley;85;0,06;0,03;0,03;30;15;15;;;;;;;;;;;;
trial C;16.6.2014;;6;8;;6;;spring barley;90;0,046;0,016;0,03;23;8;15;;;;;;;;;;;;
trial C;16.6.2014;;6;8;;6;;spring barley;95;0,082;0,028;0,054;41;14;27;;;;;;;;;;;;
trial C;16.6.2014;;6;8;;6;;spring barley;100;0,06;0,028;0,032;30;14;16;;;;;;;;;;;;
trial C;16.6.2014;;6;8;;6;;spring barley;105;0,012;0,006;0,006;6;3;3;;;;;;;;;;;;
trial C;16.6.2014;;6;8;;6;;spring barley;110;0,006;0;0,006;3;0;3;;;;;;;;;;;;
trial C;16.6.2014;;6;8;;6;;spring barley;115;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.6.2014;;6;8;;6;;spring barley;120;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.6.2014;;6;8;;6;;spring barley;125;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.6.2014;;6;8;;6;;spring barley;130;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.6.2014;;6;8;;6;;spring barley;135;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.6.2014;;6;8;;6;;spring barley;140;0,006;0,006;0;3;3;0;;;;;;;;;;;;
trial C;16.6.2014;;6;8;;6;;spring barley;145;0,008;0,008;0;4;4;0;;;;;;;;;;;;
trial C;16.6.2014;;6;8;;6;;spring barley;150;0,004;0,004;0;2;2;0;;;;;;;;;;;;
trial C;16.6.2014;;6;8;;6;;spring barley;155;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.6.2014;;6;8;;6;;spring barley;160;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.6.2014;;6;8;;6;;spring barley;165;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.6.2014;;6;8;;6;;spring barley;170;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.6.2014;;6;8;;6;;spring barley;175;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.6.2014;;6;8;;6;;spring barley;180;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.6.2014;;6;8;;6;;spring barley;185;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.6.2014;;6;8;;6;;spring barley;190;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.6.2014;;6;8;;6;;spring barley;195;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.6.2014;;6;8;;6;;spring barley;200;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.6.2014;;6;16;;6;;spring barley;5;1,176;1,176;0;588;588;0;;;;;;;;;;;;
trial C;16.6.2014;;6;16;;6;;spring barley;10;0,788;0,788;0;394;394;0;;;;;;;;;;;;
trial C;16.6.2014;;6;16;;6;;spring barley;15;0,784;0,774;0,01;392;387;5;;;;;;;;;;;;
trial C;16.6.2014;;6;16;;6;;spring barley;20;0,838;0,838;0;419;419;0;;;;;;;;;;;;
trial C;16.6.2014;;6;16;;6;;spring barley;25;0,848;0,848;0;424;424;0;;;;;;;;;;;;
trial C;16.6.2014;;6;16;;6;;spring barley;30;0,88;0,834;0,046;440;417;23;;;;;;;;;;;;
trial C;16.6.2014;;6;16;;6;;spring barley;35;0,612;0,598;0,014;306;299;7;;;;;;;;;;;;
trial C;16.6.2014;;6;16;;6;;spring barley;40;0,44;0,348;0,092;220;174;46;;;;;;;;;;;;
trial C;16.6.2014;;6;16;;6;;spring barley;45;0,258;0,214;0,044;129;107;22;;;;;;;;;;;;
trial C;16.6.2014;;6;16;;6;;spring barley;50;0,196;0,14;0,056;98;70;28;;;;;;;;;;;;
trial C;16.6.2014;;6;16;;6;;spring barley;55;0,144;0,126;0,018;72;63;9;;;;;;;;;;;;
trial C;16.6.2014;;6;16;;6;;spring barley;60;0,114;0,106;0,008;57;53;4;;;;;;;;;;;;
trial C;16.6.2014;;6;16;;6;;spring barley;65;0,126;0,1;0,026;63;50;13;;;;;;;;;;;;
trial C;16.6.2014;;6;16;;6;;spring barley;70;0,126;0,116;0,01;63;58;5;;;;;;;;;;;;
trial C;16.6.2014;;6;16;;6;;spring barley;75;0,16;0,132;0,028;80;66;14;;;;;;;;;;;;
trial C;16.6.2014;;6;16;;6;;spring barley;80;0,066;0,04;0,026;33;20;13;;;;;;;;;;;;
trial C;16.6.2014;;6;16;;6;;spring barley;85;0,078;0,078;0;39;39;0;;;;;;;;;;;;
trial C;16.6.2014;;6;16;;6;;spring barley;90;0,058;0,058;0;29;29;0;;;;;;;;;;;;
trial C;16.6.2014;;6;16;;6;;spring barley;95;0,098;0,084;0,014;49;42;7;;;;;;;;;;;;
trial C;16.6.2014;;6;16;;6;;spring barley;100;0,06;0,05;0,01;30;25;5;;;;;;;;;;;;
trial C;16.6.2014;;6;16;;6;;spring barley;105;0,016;0,01;0,006;8;5;3;;;;;;;;;;;;
trial C;16.6.2014;;6;16;;6;;spring barley;110;0,028;0,028;0;14;14;0;;;;;;;;;;;;
trial C;16.6.2014;;6;16;;6;;spring barley;115;0,01;0,01;0;5;5;0;;;;;;;;;;;;
trial C;16.6.2014;;6;16;;6;;spring barley;120;0,026;0,012;0,014;13;6;7;;;;;;;;;;;;
trial C;16.6.2014;;6;16;;6;;spring barley;125;0,002;0,002;0;1;1;0;;;;;;;;;;;;
trial C;16.6.2014;;6;16;;6;;spring barley;130;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.6.2014;;6;16;;6;;spring barley;135;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.6.2014;;6;16;;6;;spring barley;140;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.6.2014;;6;16;;6;;spring barley;145;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.6.2014;;6;16;;6;;spring barley;150;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.6.2014;;6;16;;6;;spring barley;155;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.6.2014;;6;16;;6;;spring barley;160;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.6.2014;;6;16;;6;;spring barley;165;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.6.2014;;6;16;;6;;spring barley;170;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.6.2014;;6;16;;6;;spring barley;175;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.6.2014;;6;16;;6;;spring barley;180;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.6.2014;;6;16;;6;;spring barley;185;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.6.2014;;6;16;;6;;spring barley;190;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.6.2014;;6;16;;6;;spring barley;195;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.6.2014;;6;16;;6;;spring barley;200;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.6.2014;;5;17;;5;;spring barley;5;1,348;1,348;0;674;674;0;;;;;;;;;;;;
trial C;16.6.2014;;5;17;;5;;spring barley;10;0,918;0,918;0;459;459;0;;;;;;;;;;;;
trial C;16.6.2014;;5;17;;5;;spring barley;15;0,934;0,934;0;467;467;0;;;;;;;;;;;;
trial C;16.6.2014;;5;17;;5;;spring barley;20;0,714;0,714;0;357;357;0;;;;;;;;;;;;
trial C;16.6.2014;;5;17;;5;;spring barley;25;0,896;0,896;0;448;448;0;;;;;;;;;;;;
trial C;16.6.2014;;5;17;;5;;spring barley;30;0,988;0,988;0;494;494;0;;;;;;;;;;;;
trial C;16.6.2014;;5;17;;5;;spring barley;35;0,9;0,9;0;450;450;0;;;;;;;;;;;;
trial C;16.6.2014;;5;17;;5;;spring barley;40;0,812;0,812;0;406;406;0;;;;;;;;;;;;
trial C;16.6.2014;;5;17;;5;;spring barley;45;0,772;0,772;0;386;386;0;;;;;;;;;;;;
trial C;16.6.2014;;5;17;;5;;spring barley;50;0,188;0,134;0,054;94;67;27;;;;;;;;;;;;
trial C;16.6.2014;;5;17;;5;;spring barley;55;0,178;0,124;0,054;89;62;27;;;;;;;;;;;;
trial C;16.6.2014;;5;17;;5;;spring barley;60;0,214;0,16;0,054;107;80;27;;;;;;;;;;;;
trial C;16.6.2014;;5;17;;5;;spring barley;65;0,226;0,16;0,066;113;80;33;;;;;;;;;;;;
trial C;16.6.2014;;5;17;;5;;spring barley;70;0,134;0,112;0,022;67;56;11;;;;;;;;;;;;
trial C;16.6.2014;;5;17;;5;;spring barley;75;0,156;0,118;0,038;78;59;19;;;;;;;;;;;;
trial C;16.6.2014;;5;17;;5;;spring barley;80;0,162;0,096;0,066;81;48;33;;;;;;;;;;;;
trial C;16.6.2014;;5;17;;5;;spring barley;85;0,152;0,106;0,046;76;53;23;;;;;;;;;;;;
trial C;16.6.2014;;5;17;;5;;spring barley;90;0,09;0,05;0,04;45;25;20;;;;;;;;;;;;
trial C;16.6.2014;;5;17;;5;;spring barley;95;0,074;0,026;0,048;37;13;24;;;;;;;;;;;;
trial C;16.6.2014;;5;17;;5;;spring barley;100;0,112;0,044;0,068;56;22;34;;;;;;;;;;;;
trial C;16.6.2014;;5;17;;5;;spring barley;105;0,066;0,008;0,058;33;4;29;;;;;;;;;;;;
trial C;16.6.2014;;5;17;;5;;spring barley;110;0,038;0,008;0,03;19;4;15;;;;;;;;;;;;
trial C;16.6.2014;;5;17;;5;;spring barley;115;0,038;0,022;0,016;19;11;8;;;;;;;;;;;;
trial C;16.6.2014;;5;17;;5;;spring barley;120;0,018;0;0,018;9;0;9;;;;;;;;;;;;
trial C;16.6.2014;;5;17;;5;;spring barley;125;0,028;0,002;0,026;14;1;13;;;;;;;;;;;;
trial C;16.6.2014;;5;17;;5;;spring barley;130;0,014;0,002;0,012;7;1;6;;;;;;;;;;;;
trial C;16.6.2014;;5;17;;5;;spring barley;135;0,008;0;0,008;4;0;4;;;;;;;;;;;;
trial C;16.6.2014;;5;17;;5;;spring barley;140;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.6.2014;;5;17;;5;;spring barley;145;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.6.2014;;5;17;;5;;spring barley;150;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.6.2014;;5;17;;5;;spring barley;155;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.6.2014;;5;17;;5;;spring barley;160;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.6.2014;;5;17;;5;;spring barley;165;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.6.2014;;5;17;;5;;spring barley;170;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.6.2014;;5;17;;5;;spring barley;175;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.6.2014;;5;17;;5;;spring barley;180;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.6.2014;;5;17;;5;;spring barley;185;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.6.2014;;5;17;;5;;spring barley;190;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.6.2014;;5;17;;5;;spring barley;195;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.6.2014;;5;17;;5;;spring barley;200;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.6.2014;;5;19;;5;;spring barley;5;0,796;0,796;0;398;398;0;;;;;;;;;;;;
trial C;16.6.2014;;5;19;;5;;spring barley;10;0,742;0,742;0;371;371;0;;;;;;;;;;;;
trial C;16.6.2014;;5;19;;5;;spring barley;15;0,662;0,662;0;331;331;0;;;;;;;;;;;;
trial C;16.6.2014;;5;19;;5;;spring barley;20;0,744;0,744;0;372;372;0;;;;;;;;;;;;
trial C;16.6.2014;;5;19;;5;;spring barley;25;0,808;0,808;0;404;404;0;;;;;;;;;;;;
trial C;16.6.2014;;5;19;;5;;spring barley;30;0,864;0,84;0,024;432;420;12;;;;;;;;;;;;
trial C;16.6.2014;;5;19;;5;;spring barley;35;0,702;0,702;0;351;351;0;;;;;;;;;;;;
trial C;16.6.2014;;5;19;;5;;spring barley;40;0,464;0,418;0,046;232;209;23;;;;;;;;;;;;
trial C;16.6.2014;;5;19;;5;;spring barley;45;0,386;0,244;0,142;193;122;71;;;;;;;;;;;;
trial C;16.6.2014;;5;19;;5;;spring barley;50;0,35;0,17;0,18;175;85;90;;;;;;;;;;;;
trial C;16.6.2014;;5;19;;5;;spring barley;55;0,2;0,136;0,064;100;68;32;;;;;;;;;;;;
trial C;16.6.2014;;5;19;;5;;spring barley;60;0,142;0,08;0,062;71;40;31;;;;;;;;;;;;
trial C;16.6.2014;;5;19;;5;;spring barley;65;0,104;0,08;0,024;52;40;12;;;;;;;;;;;;
trial C;16.6.2014;;5;19;;5;;spring barley;70;0,166;0,094;0,072;83;47;36;;;;;;;;;;;;
trial C;16.6.2014;;5;19;;5;;spring barley;75;0,092;0,066;0,026;46;33;13;;;;;;;;;;;;
trial C;16.6.2014;;5;19;;5;;spring barley;80;0,102;0,074;0,028;51;37;14;;;;;;;;;;;;
trial C;16.6.2014;;5;19;;5;;spring barley;85;0,132;0,06;0,072;66;30;36;;;;;;;;;;;;
trial C;16.6.2014;;5;19;;5;;spring barley;90;0,03;0,018;0,012;15;9;6;;;;;;;;;;;;
trial C;16.6.2014;;5;19;;5;;spring barley;95;0,044;0,036;0,008;22;18;4;;;;;;;;;;;;
trial C;16.6.2014;;5;19;;5;;spring barley;100;0,036;0,028;0,008;18;14;4;;;;;;;;;;;;
trial C;16.6.2014;;5;19;;5;;spring barley;105;0,03;0,01;0,02;15;5;10;;;;;;;;;;;;
trial C;16.6.2014;;5;19;;5;;spring barley;110;0,048;0,006;0,042;24;3;21;;;;;;;;;;;;
trial C;16.6.2014;;5;19;;5;;spring barley;115;0,026;0;0,026;13;0;13;;;;;;;;;;;;
trial C;16.6.2014;;5;19;;5;;spring barley;120;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.6.2014;;5;19;;5;;spring barley;125;0,006;0,006;0;3;3;0;;;;;;;;;;;;
trial C;16.6.2014;;5;19;;5;;spring barley;130;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.6.2014;;5;19;;5;;spring barley;135;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.6.2014;;5;19;;5;;spring barley;140;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.6.2014;;5;19;;5;;spring barley;145;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.6.2014;;5;19;;5;;spring barley;150;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.6.2014;;5;19;;5;;spring barley;155;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.6.2014;;5;19;;5;;spring barley;160;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.6.2014;;5;19;;5;;spring barley;165;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.6.2014;;5;19;;5;;spring barley;170;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.6.2014;;5;19;;5;;spring barley;175;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.6.2014;;5;19;;5;;spring barley;180;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.6.2014;;5;19;;5;;spring barley;185;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.6.2014;;5;19;;5;;spring barley;190;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.6.2014;;5;19;;5;;spring barley;195;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.6.2014;;5;19;;5;;spring barley;200;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.6.2014;;6;21;;6;;spring barley;5;0,902;0,902;0;451;451;0;;;;;;;;;;;;
trial C;16.6.2014;;6;21;;6;;spring barley;10;0,9;0,9;0;450;450;0;;;;;;;;;;;;
trial C;16.6.2014;;6;21;;6;;spring barley;15;0,724;0,724;0;362;362;0;;;;;;;;;;;;
trial C;16.6.2014;;6;21;;6;;spring barley;20;0,626;0,626;0;313;313;0;;;;;;;;;;;;
trial C;16.6.2014;;6;21;;6;;spring barley;25;0,592;0,592;0;296;296;0;;;;;;;;;;;;
trial C;16.6.2014;;6;21;;6;;spring barley;30;0,514;0,514;0;257;257;0;;;;;;;;;;;;
trial C;16.6.2014;;6;21;;6;;spring barley;35;0,488;0,466;0,022;244;233;11;;;;;;;;;;;;
trial C;16.6.2014;;6;21;;6;;spring barley;40;0,476;0,408;0,068;238;204;34;;;;;;;;;;;;
trial C;16.6.2014;;6;21;;6;;spring barley;45;0,26;0,2;0,06;130;100;30;;;;;;;;;;;;
trial C;16.6.2014;;6;21;;6;;spring barley;50;0,174;0,112;0,062;87;56;31;;;;;;;;;;;;
trial C;16.6.2014;;6;21;;6;;spring barley;55;0,142;0,108;0,034;71;54;17;;;;;;;;;;;;
trial C;16.6.2014;;6;21;;6;;spring barley;60;0,098;0,052;0,046;49;26;23;;;;;;;;;;;;
trial C;16.6.2014;;6;21;;6;;spring barley;65;0,076;0,056;0,02;38;28;10;;;;;;;;;;;;
trial C;16.6.2014;;6;21;;6;;spring barley;70;0,068;0,032;0,036;34;16;18;;;;;;;;;;;;
trial C;16.6.2014;;6;21;;6;;spring barley;75;0,038;0,024;0,014;19;12;7;;;;;;;;;;;;
trial C;16.6.2014;;6;21;;6;;spring barley;80;0,042;0,02;0,022;21;10;11;;;;;;;;;;;;
trial C;16.6.2014;;6;21;;6;;spring barley;85;0,054;0,028;0,026;27;14;13;;;;;;;;;;;;
trial C;16.6.2014;;6;21;;6;;spring barley;90;0,016;0,016;0;8;8;0;;;;;;;;;;;;
trial C;16.6.2014;;6;21;;6;;spring barley;95;0,046;0,046;0;23;23;0;;;;;;;;;;;;
trial C;16.6.2014;;6;21;;6;;spring barley;100;0,024;0,024;0;12;12;0;;;;;;;;;;;;
trial C;16.6.2014;;6;21;;6;;spring barley;105;0,01;0,01;0;5;5;0;;;;;;;;;;;;
trial C;16.6.2014;;6;21;;6;;spring barley;110;0,008;0,008;0;4;4;0;;;;;;;;;;;;
trial C;16.6.2014;;6;21;;6;;spring barley;115;0,004;0,004;0;2;2;0;;;;;;;;;;;;
trial C;16.6.2014;;6;21;;6;;spring barley;120;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.6.2014;;6;21;;6;;spring barley;125;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.6.2014;;6;21;;6;;spring barley;130;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.6.2014;;6;21;;6;;spring barley;135;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.6.2014;;6;21;;6;;spring barley;140;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.6.2014;;6;21;;6;;spring barley;145;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.6.2014;;6;21;;6;;spring barley;150;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.6.2014;;6;21;;6;;spring barley;155;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.6.2014;;6;21;;6;;spring barley;160;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.6.2014;;6;21;;6;;spring barley;165;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.6.2014;;6;21;;6;;spring barley;170;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.6.2014;;6;21;;6;;spring barley;175;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.6.2014;;6;21;;6;;spring barley;180;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.6.2014;;6;21;;6;;spring barley;185;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.6.2014;;6;21;;6;;spring barley;190;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.6.2014;;6;21;;6;;spring barley;195;0;0;0;0;0;0;;;;;;;;;;;;
trial C;16.6.2014;;6;21;;6;;spring barley;200;0;0;0;0;0;0;;;;;;;;;;;;
trial C;1.7.2014;;5;7;;5;;spring barley;5;1,036;1,036;0;518;518;0;;;;;;;;;;;;
trial C;1.7.2014;;5;7;;5;;spring barley;10;0,932;0,932;0;466;466;0;;;;;;;;;;;;
trial C;1.7.2014;;5;7;;5;;spring barley;15;0,934;0,934;0;467;467;0;;;;;;;;;;;;
trial C;1.7.2014;;5;7;;5;;spring barley;20;0,694;0,694;0;347;347;0;;;;;;;;;;;;
trial C;1.7.2014;;5;7;;5;;spring barley;25;0,864;0,836;0,028;432;418;14;;;;;;;;;;;;
trial C;1.7.2014;;5;7;;5;;spring barley;30;0,756;0,756;0;378;378;0;;;;;;;;;;;;
trial C;1.7.2014;;5;7;;5;;spring barley;35;0,668;0,668;0;334;334;0;;;;;;;;;;;;
trial C;1.7.2014;;5;7;;5;;spring barley;40;0,68;0,68;0;340;340;0;;;;;;;;;;;;
trial C;1.7.2014;;5;7;;5;;spring barley;45;0,342;0,308;0,034;171;154;17;;;;;;;;;;;;
trial C;1.7.2014;;5;7;;5;;spring barley;50;0,262;0,234;0,028;131;117;14;;;;;;;;;;;;
trial C;1.7.2014;;5;7;;5;;spring barley;55;0,194;0,154;0,04;97;77;20;;;;;;;;;;;;
trial C;1.7.2014;;5;7;;5;;spring barley;60;0,14;0,12;0,02;70;60;10;;;;;;;;;;;;
trial C;1.7.2014;;5;7;;5;;spring barley;65;0,178;0,122;0,056;89;61;28;;;;;;;;;;;;
trial C;1.7.2014;;5;7;;5;;spring barley;70;0,138;0,104;0,034;69;52;17;;;;;;;;;;;;
trial C;1.7.2014;;5;7;;5;;spring barley;75;0,086;0,052;0,034;43;26;17;;;;;;;;;;;;
trial C;1.7.2014;;5;7;;5;;spring barley;80;0,112;0,072;0,04;56;36;20;;;;;;;;;;;;
trial C;1.7.2014;;5;7;;5;;spring barley;85;0,094;0,086;0,008;47;43;4;;;;;;;;;;;;
trial C;1.7.2014;;5;7;;5;;spring barley;90;0,126;0,064;0,062;63;32;31;;;;;;;;;;;;
trial C;1.7.2014;;5;7;;5;;spring barley;95;0,046;0,04;0,006;23;20;3;;;;;;;;;;;;
trial C;1.7.2014;;5;7;;5;;spring barley;100;0,016;0,016;0;8;8;0;;;;;;;;;;;;
trial C;1.7.2014;;5;7;;5;;spring barley;105;0,02;0,01;0,01;10;5;5;;;;;;;;;;;;
trial C;1.7.2014;;5;7;;5;;spring barley;110;0,022;0,022;0;11;11;0;;;;;;;;;;;;
trial C;1.7.2014;;5;7;;5;;spring barley;115;0,026;0,008;0,018;13;4;9;;;;;;;;;;;;
trial C;1.7.2014;;5;7;;5;;spring barley;120;0,01;0,01;0;5;5;0;;;;;;;;;;;;
trial C;1.7.2014;;5;7;;5;;spring barley;125;0,018;0,004;0,014;9;2;7;;;;;;;;;;;;
trial C;1.7.2014;;5;7;;5;;spring barley;130;0,006;0,002;0,004;3;1;2;;;;;;;;;;;;
trial C;1.7.2014;;5;7;;5;;spring barley;135;0,012;0,012;0;6;6;0;;;;;;;;;;;;
trial C;1.7.2014;;5;7;;5;;spring barley;140;0,03;0,03;0;15;15;0;;;;;;;;;;;;
trial C;1.7.2014;;5;7;;5;;spring barley;145;0,01;0;0,01;5;0;5;;;;;;;;;;;;
trial C;1.7.2014;;5;7;;5;;spring barley;150;0;0;0;0;0;0;;;;;;;;;;;;
trial C;1.7.2014;;5;7;;5;;spring barley;155;0;0;0;0;0;0;;;;;;;;;;;;
trial C;1.7.2014;;5;7;;5;;spring barley;160;0;0;0;0;0;0;;;;;;;;;;;;
trial C;1.7.2014;;5;7;;5;;spring barley;165;0;0;0;0;0;0;;;;;;;;;;;;
trial C;1.7.2014;;5;7;;5;;spring barley;170;0;0;0;0;0;0;;;;;;;;;;;;
trial C;1.7.2014;;5;7;;5;;spring barley;175;0;0;0;0;0;0;;;;;;;;;;;;
trial C;1.7.2014;;5;7;;5;;spring barley;180;0;0;0;0;0;0;;;;;;;;;;;;
trial C;1.7.2014;;5;7;;5;;spring barley;185;0;0;0;0;0;0;;;;;;;;;;;;
trial C;1.7.2014;;5;7;;5;;spring barley;190;0;0;0;0;0;0;;;;;;;;;;;;
trial C;1.7.2014;;5;7;;5;;spring barley;195;0;0;0;0;0;0;;;;;;;;;;;;
trial C;1.7.2014;;5;7;;5;;spring barley;200;0;0;0;0;0;0;;;;;;;;;;;;
trial C;1.7.2014;;6;8;;6;;spring barley;5;1,098;1,098;0;549;549;0;;;;;;;;;;;;
