Trial;sampling date;EC stage;treatment ;plot ID;field repetition;Formelcheck treatment;Rain shelter/Rainfed;main crop;soil depth (cm);RLD total (cm cm-3);RLD bulk (cm cm-3);RLD BP (cm cm-3);RL total (m m-2 in 5 cm soil depth);RL bulk (m m-2 in 5 cm soil depth);RL BP (m m-2 in 5 cm soil depth);;;;;;;;;;;;
trial C;7.5.2014;;5;7;;5;rainfed;spring barley;5;0,25;0,25;0;125;125;0;;;;;;;;;;;;
trial C;7.5.2014;;5;7;;5;;spring barley;10;0,342;0,342;0;171;171;0;;;;;;;;;;;;
trial C;7.5.2014;;5;7;;5;;spring barley;15;0,274;0,274;0;137;137;0;;;;;;;;;;;;
trial C;7.5.2014;;5;7;;5;;spring barley;20;0,308;0,308;0;154;154;0;;;;;;;;;;;;
trial C;7.5.2014;;5;7;;5;;spring barley;25;0,366;0,366;0;183;183;0;;;;;;;;;;;;
trial C;7.5.2014;;5;7;;5;;spring barley;30;0,314;0,314;0;157;157;0;;;;;;;;;;;;
trial C;7.5.2014;;5;7;;5;;spring barley;35;0,304;0,304;0;152;152;0;;;;;;;;;;;;
trial C;7.5.2014;;5;7;;5;;spring barley;40;0,352;0,352;0;176;176;0;;;;;;;;;;;;
trial C;7.5.2014;;5;7;;5;;spring barley;45;0,158;0,158;0;79;79;0;;;;;;;;;;;;
trial C;7.5.2014;;5;7;;5;;spring barley;50;0,032;0,016;0,016;16;8;8;;;;;;;;;;;;
trial C;7.5.2014;;5;7;;5;;spring barley;55;0,016;0,016;0;8;8;0;;;;;;;;;;;;
trial C;7.5.2014;;5;7;;5;;spring barley;60;0,002;0,002;0;1;1;0;;;;;;;;;;;;
trial C;7.5.2014;;5;7;;5;;spring barley;65;0,002;0,002;0;1;1;0;;;;;;;;;;;;
trial C;7.5.2014;;5;7;;5;;spring barley;70;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;5;7;;5;;spring barley;75;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;5;7;;5;;spring barley;80;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;5;7;;5;;spring barley;85;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;5;7;;5;;spring barley;90;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;5;7;;5;;spring barley;95;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;5;7;;5;;spring barley;100;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;5;7;;5;;spring barley;105;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;5;7;;5;;spring barley;110;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;5;7;;5;;spring barley;115;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;5;7;;5;;spring barley;120;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;5;7;;5;;spring barley;125;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;5;7;;5;;spring barley;130;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;5;7;;5;;spring barley;135;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;5;7;;5;;spring barley;140;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;5;7;;5;;spring barley;145;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;5;7;;5;;spring barley;150;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;5;7;;5;;spring barley;155;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;5;7;;5;;spring barley;160;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;5;7;;5;;spring barley;165;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;5;7;;5;;spring barley;170;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;5;7;;5;;spring barley;175;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;5;7;;5;;spring barley;180;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;5;7;;5;;spring barley;185;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;5;7;;5;;spring barley;190;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;5;7;;5;;spring barley;195;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;5;7;;5;;spring barley;200;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;6;8;;6;;spring barley;5;0,422;0,422;0;211;211;0;;;;;;;;;;;;
trial C;7.5.2014;;6;8;;6;;spring barley;10;0,268;0,268;0;134;134;0;;;;;;;;;;;;
trial C;7.5.2014;;6;8;;6;;spring barley;15;0,3;0,3;0;150;150;0;;;;;;;;;;;;
trial C;7.5.2014;;6;8;;6;;spring barley;20;0,334;0,334;0;167;167;0;;;;;;;;;;;;
trial C;7.5.2014;;6;8;;6;;spring barley;25;0,354;0,354;0;177;177;0;;;;;;;;;;;;
trial C;7.5.2014;;6;8;;6;;spring barley;30;0,34;0,34;0;170;170;0;;;;;;;;;;;;
trial C;7.5.2014;;6;8;;6;;spring barley;35;0,274;0,274;0;137;137;0;;;;;;;;;;;;
trial C;7.5.2014;;6;8;;6;;spring barley;40;0,22;0,22;0;110;110;0;;;;;;;;;;;;
trial C;7.5.2014;;6;8;;6;;spring barley;45;0,088;0,066;0,022;44;33;11;;;;;;;;;;;;
trial C;7.5.2014;;6;8;;6;;spring barley;50;0,054;0,022;0,032;27;11;16;;;;;;;;;;;;
trial C;7.5.2014;;6;8;;6;;spring barley;55;0,036;0,02;0,016;18;10;8;;;;;;;;;;;;
trial C;7.5.2014;;6;8;;6;;spring barley;60;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;6;8;;6;;spring barley;65;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;6;8;;6;;spring barley;70;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;6;8;;6;;spring barley;75;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;6;8;;6;;spring barley;80;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;6;8;;6;;spring barley;85;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;6;8;;6;;spring barley;90;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;6;8;;6;;spring barley;95;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;6;8;;6;;spring barley;100;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;6;8;;6;;spring barley;105;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;6;8;;6;;spring barley;110;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;6;8;;6;;spring barley;115;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;6;8;;6;;spring barley;120;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;6;8;;6;;spring barley;125;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;6;8;;6;;spring barley;130;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;6;8;;6;;spring barley;135;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;6;8;;6;;spring barley;140;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;6;8;;6;;spring barley;145;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;6;8;;6;;spring barley;150;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;6;8;;6;;spring barley;155;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;6;8;;6;;spring barley;160;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;6;8;;6;;spring barley;165;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;6;8;;6;;spring barley;170;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;6;8;;6;;spring barley;175;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;6;8;;6;;spring barley;180;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;6;8;;6;;spring barley;185;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;6;8;;6;;spring barley;190;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;6;8;;6;;spring barley;195;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;6;8;;6;;spring barley;200;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;6;16;;6;;spring barley;5;0,226;0,226;0;113;113;0;;;;;;;;;;;;
trial C;7.5.2014;;6;16;;6;;spring barley;10;0,256;0,256;0;128;128;0;;;;;;;;;;;;
trial C;7.5.2014;;6;16;;6;;spring barley;15;0,144;0,144;0;72;72;0;;;;;;;;;;;;
trial C;7.5.2014;;6;16;;6;;spring barley;20;0,224;0,224;0;112;112;0;;;;;;;;;;;;
trial C;7.5.2014;;6;16;;6;;spring barley;25;0,192;0,192;0;96;96;0;;;;;;;;;;;;
trial C;7.5.2014;;6;16;;6;;spring barley;30;0,17;0,17;0;85;85;0;;;;;;;;;;;;
trial C;7.5.2014;;6;16;;6;;spring barley;35;0,154;0,15;0,004;77;75;2;;;;;;;;;;;;
trial C;7.5.2014;;6;16;;6;;spring barley;40;0,158;0,148;0,01;79;74;5;;;;;;;;;;;;
trial C;7.5.2014;;6;16;;6;;spring barley;45;0,082;0,056;0,026;41;28;13;;;;;;;;;;;;
trial C;7.5.2014;;6;16;;6;;spring barley;50;0,056;0,038;0,018;28;19;9;;;;;;;;;;;;
trial C;7.5.2014;;6;16;;6;;spring barley;55;0,014;0,014;0;7;7;0;;;;;;;;;;;;
trial C;7.5.2014;;6;16;;6;;spring barley;60;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;6;16;;6;;spring barley;65;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;6;16;;6;;spring barley;70;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;6;16;;6;;spring barley;75;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;6;16;;6;;spring barley;80;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;6;16;;6;;spring barley;85;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;6;16;;6;;spring barley;90;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;6;16;;6;;spring barley;95;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;6;16;;6;;spring barley;100;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;6;16;;6;;spring barley;105;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;6;16;;6;;spring barley;110;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;6;16;;6;;spring barley;115;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;6;16;;6;;spring barley;120;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;6;16;;6;;spring barley;125;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;6;16;;6;;spring barley;130;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;6;16;;6;;spring barley;135;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;6;16;;6;;spring barley;140;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;6;16;;6;;spring barley;145;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;6;16;;6;;spring barley;150;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;6;16;;6;;spring barley;155;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;6;16;;6;;spring barley;160;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;6;16;;6;;spring barley;165;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;6;16;;6;;spring barley;170;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;6;16;;6;;spring barley;175;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;6;16;;6;;spring barley;180;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;6;16;;6;;spring barley;185;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;6;16;;6;;spring barley;190;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;6;16;;6;;spring barley;195;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;6;16;;6;;spring barley;200;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;5;17;;5;;spring barley;5;0,326;0,326;0;163;163;0;;;;;;;;;;;;
trial C;7.5.2014;;5;17;;5;;spring barley;10;0,344;0,344;0;172;172;0;;;;;;;;;;;;
trial C;7.5.2014;;5;17;;5;;spring barley;15;0,492;0,452;0,04;246;226;20;;;;;;;;;;;;
trial C;7.5.2014;;5;17;;5;;spring barley;20;0,504;0,504;0;252;252;0;;;;;;;;;;;;
trial C;7.5.2014;;5;17;;5;;spring barley;25;0,552;0,552;0;276;276;0;;;;;;;;;;;;
trial C;7.5.2014;;5;17;;5;;spring barley;30;0,446;0,446;0;223;223;0;;;;;;;;;;;;
trial C;7.5.2014;;5;17;;5;;spring barley;35;0,404;0,404;0;202;202;0;;;;;;;;;;;;
trial C;7.5.2014;;5;17;;5;;spring barley;40;0,48;0,468;0,012;240;234;6;;;;;;;;;;;;
trial C;7.5.2014;;5;17;;5;;spring barley;45;0,472;0,43;0,042;236;215;21;;;;;;;;;;;;
trial C;7.5.2014;;5;17;;5;;spring barley;50;0,144;0,1;0,044;72;50;22;;;;;;;;;;;;
trial C;7.5.2014;;5;17;;5;;spring barley;55;0,102;0,046;0,056;51;23;28;;;;;;;;;;;;
trial C;7.5.2014;;5;17;;5;;spring barley;60;0,08;0,008;0,072;40;4;36;;;;;;;;;;;;
trial C;7.5.2014;;5;17;;5;;spring barley;65;0,016;0;0,016;8;0;8;;;;;;;;;;;;
trial C;7.5.2014;;5;17;;5;;spring barley;70;0,008;0,008;0;4;4;0;;;;;;;;;;;;
trial C;7.5.2014;;5;17;;5;;spring barley;75;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;5;17;;5;;spring barley;80;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;5;17;;5;;spring barley;85;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;5;17;;5;;spring barley;90;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;5;17;;5;;spring barley;95;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;5;17;;5;;spring barley;100;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;5;17;;5;;spring barley;105;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;5;17;;5;;spring barley;110;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;5;17;;5;;spring barley;115;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;5;17;;5;;spring barley;120;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;5;17;;5;;spring barley;125;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;5;17;;5;;spring barley;130;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;5;17;;5;;spring barley;135;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;5;17;;5;;spring barley;140;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;5;17;;5;;spring barley;145;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;5;17;;5;;spring barley;150;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;5;17;;5;;spring barley;155;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;5;17;;5;;spring barley;160;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;5;17;;5;;spring barley;165;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;5;17;;5;;spring barley;170;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;5;17;;5;;spring barley;175;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;5;17;;5;;spring barley;180;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;5;17;;5;;spring barley;185;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;5;17;;5;;spring barley;190;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;5;17;;5;;spring barley;195;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;5;17;;5;;spring barley;200;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;5;19;;5;;spring barley;5;0,39;0,39;0;195;195;0;;;;;;;;;;;;
trial C;7.5.2014;;5;19;;5;;spring barley;10;0,48;0,48;0;240;240;0;;;;;;;;;;;;
trial C;7.5.2014;;5;19;;5;;spring barley;15;0,542;0,542;0;271;271;0;;;;;;;;;;;;
trial C;7.5.2014;;5;19;;5;;spring barley;20;0,32;0,32;0;160;160;0;;;;;;;;;;;;
trial C;7.5.2014;;5;19;;5;;spring barley;25;0,368;0,368;0;184;184;0;;;;;;;;;;;;
trial C;7.5.2014;;5;19;;5;;spring barley;30;0,346;0,346;0;173;173;0;;;;;;;;;;;;
trial C;7.5.2014;;5;19;;5;;spring barley;35;0,34;0,34;0;170;170;0;;;;;;;;;;;;
trial C;7.5.2014;;5;19;;5;;spring barley;40;0,308;0,278;0,03;154;139;15;;;;;;;;;;;;
trial C;7.5.2014;;5;19;;5;;spring barley;45;0,208;0,164;0,044;104;82;22;;;;;;;;;;;;
trial C;7.5.2014;;5;19;;5;;spring barley;50;0,06;0,046;0,014;30;23;7;;;;;;;;;;;;
trial C;7.5.2014;;5;19;;5;;spring barley;55;0,062;0,026;0,036;31;13;18;;;;;;;;;;;;
trial C;7.5.2014;;5;19;;5;;spring barley;60;0,034;0,004;0,03;17;2;15;;;;;;;;;;;;
trial C;7.5.2014;;5;19;;5;;spring barley;65;0,002;0,002;0;1;1;0;;;;;;;;;;;;
trial C;7.5.2014;;5;19;;5;;spring barley;70;0,002;0,002;0;1;1;0;;;;;;;;;;;;
trial C;7.5.2014;;5;19;;5;;spring barley;75;0,004;0,004;0;2;2;0;;;;;;;;;;;;
trial C;7.5.2014;;5;19;;5;;spring barley;80;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;5;19;;5;;spring barley;85;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;5;19;;5;;spring barley;90;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;5;19;;5;;spring barley;95;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;5;19;;5;;spring barley;100;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;5;19;;5;;spring barley;105;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;5;19;;5;;spring barley;110;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;5;19;;5;;spring barley;115;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;5;19;;5;;spring barley;120;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;5;19;;5;;spring barley;125;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;5;19;;5;;spring barley;130;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;5;19;;5;;spring barley;135;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;5;19;;5;;spring barley;140;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;5;19;;5;;spring barley;145;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;5;19;;5;;spring barley;150;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;5;19;;5;;spring barley;155;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;5;19;;5;;spring barley;160;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;5;19;;5;;spring barley;165;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;5;19;;5;;spring barley;170;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;5;19;;5;;spring barley;175;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;5;19;;5;;spring barley;180;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;5;19;;5;;spring barley;185;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;5;19;;5;;spring barley;190;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;5;19;;5;;spring barley;195;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;5;19;;5;;spring barley;200;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;6;21;;6;;spring barley;5;0,44;0,44;0;220;220;0;;;;;;;;;;;;
trial C;7.5.2014;;6;21;;6;;spring barley;10;0,356;0,356;0;178;178;0;;;;;;;;;;;;
trial C;7.5.2014;;6;21;;6;;spring barley;15;0,406;0,406;0;203;203;0;;;;;;;;;;;;
trial C;7.5.2014;;6;21;;6;;spring barley;20;0,612;0,612;0;306;306;0;;;;;;;;;;;;
trial C;7.5.2014;;6;21;;6;;spring barley;25;0,482;0,482;0;241;241;0;;;;;;;;;;;;
trial C;7.5.2014;;6;21;;6;;spring barley;30;0,334;0,326;0,008;167;163;4;;;;;;;;;;;;
trial C;7.5.2014;;6;21;;6;;spring barley;35;0,352;0,33;0,022;176;165;11;;;;;;;;;;;;
trial C;7.5.2014;;6;21;;6;;spring barley;40;0,174;0,146;0,028;87;73;14;;;;;;;;;;;;
trial C;7.5.2014;;6;21;;6;;spring barley;45;0,09;0,04;0,05;45;20;25;;;;;;;;;;;;
trial C;7.5.2014;;6;21;;6;;spring barley;50;0,062;0,016;0,046;31;8;23;;;;;;;;;;;;
trial C;7.5.2014;;6;21;;6;;spring barley;55;0,01;0,002;0,008;5;1;4;;;;;;;;;;;;
trial C;7.5.2014;;6;21;;6;;spring barley;60;0,01;0,004;0,006;5;2;3;;;;;;;;;;;;
trial C;7.5.2014;;6;21;;6;;spring barley;65;0,002;0;0,002;1;0;1;;;;;;;;;;;;
trial C;7.5.2014;;6;21;;6;;spring barley;70;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;6;21;;6;;spring barley;75;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;6;21;;6;;spring barley;80;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;6;21;;6;;spring barley;85;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;6;21;;6;;spring barley;90;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;6;21;;6;;spring barley;95;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;6;21;;6;;spring barley;100;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;6;21;;6;;spring barley;105;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;6;21;;6;;spring barley;110;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;6;21;;6;;spring barley;115;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;6;21;;6;;spring barley;120;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;6;21;;6;;spring barley;125;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;6;21;;6;;spring barley;130;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;6;21;;6;;spring barley;135;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;6;21;;6;;spring barley;140;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;6;21;;6;;spring barley;145;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;6;21;;6;;spring barley;150;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;6;21;;6;;spring barley;155;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;6;21;;6;;spring barley;160;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;6;21;;6;;spring barley;165;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;6;21;;6;;spring barley;170;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;6;21;;6;;spring barley;175;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;6;21;;6;;spring barley;180;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;6;21;;6;;spring barley;185;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;6;21;;6;;spring barley;190;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;6;21;;6;;spring barley;195;0;0;0;0;0;0;;;;;;;;;;;;
trial C;7.5.2014;;6;21;;6;;spring barley;200;0;0;0;0;0;0;;;;;;;;;;;;
trial C;21.5.2014;;5;7;;5;;spring barley;5;0,62;0,62;0;310;310;0;;;;;;;;;;;;
trial C;21.5.2014;;5;7;;5;;spring barley;10;0,526;0,526;0;263;263;0;;;;;;;;;;;;
trial C;21.5.2014;;5;7;;5;;spring barley;15;0,72;0,72;0;360;360;0;;;;;;;;;;;;
trial C;21.5.2014;;5;7;;5;;spring barley;20;0,662;0,662;0;331;331;0;;;;;;;;;;;;
trial C;21.5.2014;;5;7;;5;;spring barley;25;0,688;0,612;0,076;344;306;38;;;;;;;;;;;;
trial C;21.5.2014;;5;7;;5;;spring barley;30;0,59;0,57;0,02;295;285;10;;;;;;;;;;;;
trial C;21.5.2014;;5;7;;5;;spring barley;35;0,518;0,496;0,022;259;248;11;;;;;;;;;;;;
trial C;21.5.2014;;5;7;;5;;spring barley;40;0,47;0,428;0,042;235;214;21;;;;;;;;;;;;
trial C;21.5.2014;;5;7;;5;;spring barley;45;0,262;0,186;0,076;131;93;38;;;;;;;;;;;;
trial C;21.5.2014;;5;7;;5;;spring barley;50;0,146;0,078;0,068;73;39;34;;;;;;;;;;;;
trial C;21.5.2014;;5;7;;5;;spring barley;55;0,156;0,044;0,112;78;22;56;;;;;;;;;;;;
trial C;21.5.2014;;5;7;;5;;spring barley;60;0,078;0,03;0,048;39;15;24;;;;;;;;;;;;
trial C;21.5.2014;;5;7;;5;;spring barley;65;0,052;0,012;0,04;26;6;20;;;;;;;;;;;;
trial C;21.5.2014;;5;7;;5;;spring barley;70;0,022;0,008;0,014;11;4;7;;;;;;;;;;;;
trial C;21.5.2014;;5;7;;5;;spring barley;75;0,038;0,004;0,034;19;2;17;;;;;;;;;;;;
trial C;21.5.2014;;5;7;;5;;spring barley;80;0,004;0;0,004;2;0;2;;;;;;;;;;;;
trial C;21.5.2014;;5;7;;5;;spring barley;85;0;0;0;0;0;0;;;;;;;;;;;;
trial C;21.5.2014;;5;7;;5;;spring barley;90;0;0;0;0;0;0;;;;;;;;;;;;
trial C;21.5.2014;;5;7;;5;;spring barley;95;0;0;0;0;0;0;;;;;;;;;;;;
trial C;21.5.2014;;5;7;;5;;spring barley;100;0;0;0;0;0;0;;;;;;;;;;;;
trial C;21.5.2014;;5;7;;5;;spring barley;105;0;0;0;0;0;0;;;;;;;;;;;;
trial C;21.5.2014;;5;7;;5;;spring barley;110;0;0;0;0;0;0;;;;;;;;;;;;
